molecule_chembl_id,canonical_smiles,standard_value,binding_affinity,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CHEMBL4554612,O=[N+]([O-])c1cccc(-c2nnc(/N=C/c3ccc(Cl)cc3Cl)s2)c1,2300.0,-7.385,10.832406241776871,10.832406241776871,0.0006456926680462605,-0.45224951835112526,0.35574553262122255,11.083333333333334,379.22800000000007,371.16400000000004,377.97450185599996,120,0,0.2696333798800163,-0.2583093178548363,0.2696333798800163,0.2583093178548363,1.1666666666666667,2.0,2.75,35.49683645043697,10.189629185794224,2.1060363228281003,-1.9654034851661009,2.2989852601957,-1.8723837668436842,7.1776260050439324,-0.38439282992577245,3.0298817755054177,1.8410043223518302,942.7284164813824,17.10408352775558,11.888330352926884,14.216684825891521,11.524877143252587,6.602063427243596,8.174488954189778,4.6212607351902255,6.4208674903718475,2.9948282716996304,4.437586393129912,1.8677822324311528,3.01153456448606,-2.3499999999999988,368721.4626701318,16.505767468678627,7.041659619940434,3.75735436202686,150.11347710885414,0.0,5.007623696852765,0.0,5.131558479839333,5.687386274683562,0.0,10.114318268765572,4.992404732635669,0.0,10.197363616602075,52.7377668637846,12.13273413692322,34.496871013593854,9.945944362558997,4.923311048817671,51.57221099245798,0.0,10.197363616602075,4.992404732635669,0.0,0.0,68.18760586717649,0.0,10.571075188549761,0.0,10.818944754522896,0.0,34.538665658399765,21.335275244955064,0.0,10.114318268765572,5.563451491696996,47.45697421186694,10.045266627482652,10.571075188549761,0.0,81.28,4.923311048817671,10.114318268765572,0.0,5.687386274683562,31.311351787568743,0.0,23.469520014857956,36.54643592184337,0.0,15.189768349237745,23.20187978046503,0.0,13.137621715283021,14.609343861243836,20.799082825164394,1.3208687920683349,0.0,11.289433114882387,1.565871913580247,0.0,0.0,0.0,24,0,6,0,0,0,0,2,1,3,0,0,6,0,9,1,4,0,0,0,0,0,4.842833178346697,3,5.170700000000002,95.7154,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL4461186,Clc1ccc(-c2nnc(/N=C/c3ccc(OCc4ccccc4)cc3)s2)cc1,2300.0,-8.01,5.918828459794589,5.918828459794589,0.5481504397506017,0.5481504397506017,0.3592253343167257,11.035714285714286,405.9100000000001,389.78200000000015,405.070260812,138,0,0.23143412253786658,-0.4889166576370923,0.4889166576370923,0.23143412253786658,0.8928571428571429,1.6428571428571428,2.392857142857143,35.495692071556824,10.196840760476684,2.051241822646555,-2.056853843561771,2.28348139447719,-1.9447353025158964,7.177588256286343,0.3059915421447112,3.217591474364415,1.3740869542110172,1061.1592838469865,19.18358750805833,14.82611239027814,16.39853791722432,13.759152830872495,8.6646956275952,9.859156681532156,5.9981900254146225,7.390596653855639,3.957991992790193,5.090302491418236,2.497553780352109,3.319121154242356,-3.0199999999999987,4793747.96363067,18.348280518965602,8.77888392244359,4.822640769627333,171.69281670944017,4.736862953800049,17.364017494649588,0.0,5.131558479839333,0.0,0.0,0.0,4.992404732635669,0.0,10.197363616602075,65.40229524739853,47.52510539416365,16.80068538497364,0.0,4.736862953800049,34.283884827541904,0.0,10.197363616602075,4.992404732635669,6.606881964512918,0.0,95.01230818713628,0.0,16.320587021833667,4.736862953800049,5.131558479839333,5.749511833283905,22.937725768167255,16.41196419613739,6.606881964512918,0.0,11.126902983393991,83.85517662263662,5.022633313741326,10.571075188549761,0.0,47.370000000000005,0.0,0.0,0.0,0.0,16.761073758093577,27.447490005227657,11.336785877934737,6.2146005795353165,78.86277189000094,15.189768349237745,16.337802844032566,5.796343276418444,7.350891715177614,4.416470302890907,10.427119980096302,3.082844602545626,0.82124350228562,25.39708446545738,1.7709628264886201,0.5481504397506017,0.0,0.045454545454545456,28,0,4,0,0,0,0,3,1,4,0,0,5,0,6,1,6,0,0,0,0,0,5.752765173301145,4,6.188100000000004,114.82499999999999,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL5207259,CCCC[C@]1(CO)NC[C@@H](O)[C@@H]1O,2300.0,-5.781,9.662095616024189,9.662095616024189,0.1198148148148146,-0.8434722222222228,0.4685744735835482,39.69230769230769,189.255,170.10299999999998,189.136493468,78,0,0.10145693054523897,-0.3943490312128725,0.3943490312128725,0.10145693054523897,1.4615384615384615,2.1538461538461537,2.5384615384615383,16.337995588678616,9.884450993572298,2.4540128973414874,-2.306825007347261,2.251540762954311,-2.517857936923652,5.035582452347304,-0.012821303403279017,2.4316393308471893,2.5830248715314523,164.93880387261314,9.897341225498538,8.031875230811865,8.031875230811865,6.1598310309241775,4.880649256869539,4.880649256869539,3.810892317255595,3.810892317255595,2.852476303581956,2.852476303581956,1.8492874516463376,1.8492874516463376,-0.16,953.2026176920982,10.917881619937694,4.371400189024512,2.0171091392279625,78.58552022966926,20.63637078852845,6.103966387748303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.765380445542643,6.4208216229260096,6.544756405912575,18.249773604644567,15.319582184522117,0.0,0.0,5.316788604006331,0.0,43.9330600963486,13.151638370425493,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,46.21807858282756,0.0,0.0,26.186202068468653,0.0,0.0,0.0,0.0,72.72,17.746858027879952,15.319582184522117,0.0,6.606881964512918,12.965578028838586,12.841643245852019,0.0,0.0,0.0,12.240525803696954,0.0,0.0,0.0,0.0,31.20410667044596,-0.6712037037037035,0.0,0.0,1.0787013416477693,2.3050623582766443,0.0,1.0,13,4,4,0,1,1,0,0,0,0,3,0,4,4,4,1,4,0,1,1,0,0,3.6712638290109902,1,-0.7673000000000003,49.35810000000003,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CHEMBL1534367,Nc1nnc(-c2ccc(Cl)cc2Cl)s1,2300.0,-5.991,5.986928067523305,5.986928067523305,0.4222376543209878,0.4222376543209878,0.8405629811458962,10.428571428571429,246.12199999999999,241.08199999999997,244.95812352,72,0,0.20289950386804473,-0.3736643780798564,0.3736643780798564,0.20289950386804473,1.2142857142857142,2.0,2.5714285714285716,35.49683542037471,10.212198975590045,2.0816960714453288,-1.983504818359177,2.319916781003626,-1.8026954915354167,7.178672112144257,1.1027239313856654,2.5133622591708034,2.5151598169091516,469.3599933763789,10.129392033067417,6.868005504240736,9.196359977205372,6.664703797946449,3.710135365280446,5.282560892226627,2.5696205278092363,4.422355357551317,1.6021687370843016,2.935674756008388,1.0063318120215001,2.2097082362608598,-0.8399999999999996,2098.6574864076206,9.705022183919052,3.7263265306122446,1.8198279753615016,94.48303327704629,5.733667477162185,0.0,5.007623696852765,5.131558479839333,0.0,0.0,0.0,0.0,0.0,10.197363616602075,34.538665658399765,18.19910120538483,10.586084805438322,5.022633313741326,0.0,39.6702241382391,0.0,10.197363616602075,0.0,0.0,5.733667477162185,28.244367832867482,0.0,10.571075188549761,5.733667477162185,5.131558479839333,0.0,34.538665658399765,10.197363616602075,0.0,0.0,0.0,18.19910120538483,10.045266627482652,10.571075188549761,0.0,51.8,0.0,0.0,0.0,0.0,20.184448804174753,5.563451491696996,11.336785877934737,18.19910120538483,0.0,10.197363616602075,28.935547257627213,0.0,13.043660731782424,0.0,9.867671485260772,6.268217102684695,0.0,5.209339569160998,0.0,0.0,0.0,0.0,14,2,3,0,0,0,0,1,1,2,0,0,4,1,6,1,1,0,0,0,0,0,2.5831486888655677,2,3.0941,59.777400000000014,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL4532290,CN(C)c1ccc(-c2nnc(N)s2)cc1,2300.0,-6.131,5.530745307382212,5.530745307382212,0.5015612139917696,0.5015612139917696,0.8388636054938328,10.266666666666667,220.301,208.20499999999998,220.078267384,78,0,0.2028987245682386,-0.3776608873643997,0.3776608873643997,0.2028987245682386,1.1333333333333333,1.8,2.2666666666666666,32.13358307608818,10.183415312954585,2.037903996885997,-2.1131625206437366,2.2555075178875024,-2.0736290807824513,7.17794699008502,1.1006910917214294,2.6495122575599104,2.3111706792411573,446.7008774571535,10.836498814253964,8.636640422911867,9.453137003839593,7.16470379794645,4.533538214354448,5.350034795282174,3.3867535203552057,4.395852442884696,2.0712814451948565,2.8727704104246965,1.253376559125102,1.868708337269861,-1.6199999999999997,3762.3074057350727,9.916984414685054,3.86008447928996,2.070771199749622,92.36621872227956,10.633577208012664,5.007623696852765,0.0,5.131558479839333,0.0,0.0,0.0,0.0,0.0,10.197363616602075,11.336785877934737,24.26546827384644,25.346181731734937,0.0,0.0,22.155730632457633,0.0,10.197363616602075,0.0,0.0,24.728921173367045,24.26546827384644,0.0,10.571075188549761,10.633577208012664,10.818944754522896,0.0,11.336785877934737,24.292707581956456,0.0,0.0,0.0,24.26546827384644,0.0,10.571075188549761,0.0,55.040000000000006,0.0,0.0,0.0,0.0,5.131558479839333,16.258461463233324,11.336785877934737,0.0,38.36081223920082,15.097273347452553,5.733667477162185,0.0,1.397038454270597,2.0538110985134796,9.137511547829007,7.744668682287729,0.0,8.143274754346184,0.0,0.0,4.023695462753002,0.2,15,2,4,0,0,0,0,1,1,2,0,0,5,1,5,1,2,0,0,0,0,0,2.5520265080324136,2,1.8532999999999997,64.08440000000002,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL4444070,COc1ccc(Br)cc1-c1nnc(N)s1,2300.0,-5.74,5.537892928004535,5.537892928004535,0.450952380952381,0.450952380952381,0.9212689229194118,10.266666666666667,286.154,278.09,284.957144976,78,0,0.2029007796582796,-0.4960190237860689,0.4960190237860689,0.2029007796582796,1.4,2.2,2.8,79.91873105159851,10.188370713183803,2.103774681177345,-2.047072847543414,2.341412091324441,-1.8701513156008465,9.103011592411232,0.41606387360715436,2.6458163570805975,2.546438142272263,485.959737842613,10.836498814253964,7.898289321695374,10.300782441737805,7.202708600407234,4.133525564471628,5.743020414956707,2.7900578124845894,4.714832263805768,1.8325608691200848,3.111512415485172,1.1907465331297429,2.182704076317557,-1.1400000000000001,3775.5799415540127,10.38024367402169,4.157016405769551,2.102270530463521,99.22253577282778,10.470530430962235,5.749511833283905,5.007623696852765,5.131558479839333,0.0,0.0,0.0,0.0,0.0,10.197363616602075,27.266729775884087,18.19910120538483,4.472719515832414,12.673249032974528,4.736862953800049,32.398288255723415,0.0,10.197363616602075,0.0,0.0,12.84346501843972,22.671820721217244,0.0,16.320587021833667,10.470530430962235,5.131558479839333,5.749511833283905,27.266729775884087,17.30716115787961,0.0,0.0,0.0,22.671820721217244,0.0,10.571075188549761,0.0,61.03,0.0,0.0,0.0,0.0,5.131558479839333,20.79330653766608,11.336785877934737,7.109797541277533,18.19910120538483,26.127307514551426,10.470530430962235,6.206112055933485,4.733013156651549,0.0,8.95812074829932,6.4277771872637945,0.7586574074074076,5.710832860922146,0.0,0.0,1.6221532501889644,0.1111111111111111,15,2,4,0,0,0,0,1,1,2,0,0,5,1,6,1,2,0,0,0,0,0,2.8767228832529175,2,2.5584,64.00940000000001,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL4469380,COc1cccc(-c2nnc(N)s2)c1OC,2300.0,-5.363,5.550865536029226,5.550865536029226,0.4304379251700683,0.4304379251700683,0.8810452777691689,10.125,237.28399999999996,226.19599999999997,237.057197592,84,0,0.20290079221631677,-0.4928438597793845,0.4928438597793845,0.20290079221631677,1.1875,2.0,2.5625,32.13358318169983,10.16867972690222,2.139730741399196,-2.095146641161741,2.3851179245356744,-1.9233280721794275,7.178390607763097,0.35589501050102695,2.741380008030591,2.5554362077741835,498.55940613533846,11.543605595440512,8.928573139150009,9.745069720077735,7.757550155273625,4.562898827806516,5.379395408734243,2.9865340684782624,3.9956329910077515,2.0739826589145762,2.859682566562624,1.398948026742945,2.03104159732748,-1.82,6752.018959779345,10.68965055261326,4.3587110080331275,1.7879703816588768,96.8334755110899,15.207393384762284,0.0,16.506647363420576,5.131558479839333,0.0,0.0,0.0,0.0,0.0,10.197363616602075,17.403152946396347,12.13273413692322,0.0,19.78304657425206,9.473725907600098,16.468344357774072,0.0,10.197363616602075,0.0,0.0,19.953262559717253,18.19910120538483,0.0,22.07009885511757,15.207393384762284,5.131558479839333,11.49902366656781,11.336785877934737,24.416958699157142,0.0,0.0,0.0,18.19910120538483,0.0,10.571075188549761,0.0,70.26,0.0,0.0,0.0,0.0,21.638205843259907,5.563451491696996,11.336785877934737,14.219595082555067,18.19910120538483,10.197363616602075,15.207393384762284,10.509463577097506,1.309561602418745,0.0,8.898240740740741,6.380541461955152,1.3008531746031748,5.585624527588813,0.0,0.0,3.1823815822625345,0.2,16,2,5,0,0,0,0,1,1,2,0,0,6,1,6,1,3,0,0,0,0,0,2.9120685959814265,2,1.8044999999999998,62.86140000000002,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL4466501,Nc1nnc(-c2c3ccccc3cc3ccccc23)s1,2300.0,-7.739,5.748984945830184,5.748984945830184,0.49723639455782354,0.49723639455782354,0.5329809156158044,11.2,277.352,266.26399999999995,277.067368352,96,0,0.20289937120843418,-0.37366437895252785,0.37366437895252785,0.20289937120843418,0.8,1.4,1.95,32.133583412134165,9.97093000635532,2.1263088329315467,-2.082813188302465,2.3730601599990773,-1.846031466489599,7.1800646820908725,1.1050113330171782,2.9054556429877016,2.2260812858417416,873.2187667470238,13.526733258565956,10.57617817336004,11.392674754287766,9.826499840494925,6.3261878281275115,7.142684409055238,4.639290769609475,5.648389692138966,3.4257541787259616,4.1956650287922175,2.5797071121484065,3.2630802720371435,-2.4599999999999986,89952.90670689924,11.373646367929584,4.282520678861052,1.6560727157760353,119.23982988675336,5.733667477162185,0.0,5.007623696852765,5.131558479839333,0.0,0.0,0.0,0.0,0.0,10.197363616602075,59.86772242562762,27.611263926320795,5.563451491696996,0.0,0.0,38.01324121563326,0.0,10.197363616602075,0.0,0.0,5.733667477162185,54.59730361615449,0.0,10.571075188549761,5.733667477162185,5.131558479839333,0.0,11.336785877934737,10.197363616602075,0.0,0.0,0.0,54.59730361615449,0.0,32.11597204640894,0.0,51.8,0.0,0.0,0.0,0.0,5.131558479839333,10.571075188549761,32.881682735793916,0.0,12.13273413692322,52.66193309583334,5.733667477162185,0.0,1.4260676492819346,0.0,14.323605442176873,6.86741087175611,0.0,18.882916036785083,0.0,0.0,0.0,0.0,20,2,3,0,0,0,0,3,1,4,0,0,4,1,4,1,1,0,0,0,0,0,2.435393788235567,4,4.093700000000001,84.76940000000003,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL4471582,Nc1nnc(-c2cc3ccccc3cc2O)s1,2300.0,-6.952,9.969300831443688,9.969300831443688,0.19430555555555573,0.19430555555555573,0.6888255384101701,10.823529411764707,243.291,234.21899999999997,243.046632908,84,0,0.20290077676526522,-0.5071942066066515,0.5071942066066515,0.20290077676526522,1.0588235294117647,1.7647058823529411,2.411764705882353,32.13358322721387,10.065590868592752,2.102236849472339,-2.030840771825537,2.347278497011527,-1.8106509302405527,7.178433110004972,0.47782581238067523,2.7461637839182944,2.258789711826165,693.0335311539011,11.828062645816686,8.79134096129112,9.607837542218846,8.237183443017882,5.0497946258774915,5.866291206805218,3.6619601005649614,4.671059023094451,2.5350615393914286,3.320761447039477,1.7429868216581346,2.377835984180566,-2.1399999999999992,13928.54271203359,10.042229201757833,3.7088811681700715,1.7004297742450158,101.35239910721417,10.84019487200289,5.749511833283905,5.007623696852765,5.131558479839333,0.0,0.0,0.0,0.0,0.0,10.197363616602075,35.60225415178118,22.90518256585281,0.0,5.563451491696996,5.106527394840706,27.24079278670366,0.0,10.197363616602075,0.0,0.0,5.733667477162185,36.39820241076966,0.0,16.320587021833667,5.733667477162185,5.131558479839333,5.749511833283905,11.336785877934737,15.303891011442781,0.0,0.0,0.0,36.39820241076966,0.0,21.343523617479352,0.0,72.03,0.0,5.106527394840706,0.0,5.749511833283905,15.702633668389094,10.772448428929591,11.336785877934737,6.06636706846161,30.33183534230805,10.197363616602075,5.733667477162185,0.0,1.259111630763416,0.0,20.724012765600065,6.206654541446208,0.19430555555555573,11.449248839968087,0.0,0.0,0.0,0.0,17,3,4,0,0,0,0,2,1,3,0,0,5,2,5,1,1,0,0,0,0,0,2.190907927814541,3,2.646100000000001,68.9282,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL4471826,Nc1nnc(-c2ccc(O)cc2)s1,2300.0,-5.642,9.051459120685312,9.051459120685312,0.23725670823885148,0.23725670823885148,0.7193602047316714,10.153846153846153,193.231,186.17499999999998,193.030982844,66,0,0.2028987246198545,-0.5079662213128082,0.5079662213128082,0.2028987246198545,1.1538461538461537,1.8461538461538463,2.3846153846153846,32.1335829524645,10.20624973295801,2.026737049203349,-1.9356406591922821,2.251011801140805,-1.7963461993848944,7.177936428082847,0.47518020618431406,2.531140776872267,2.411915221174502,409.5824177083131,9.259148545064338,6.636640422911867,7.453137003839593,6.2540201954234895,3.639111023354532,4.455607604282258,2.492326329355289,3.501425251884778,1.5548836657005336,2.3563726309303736,0.9552341621251296,1.5705659402698888,-1.6199999999999999,1488.310776800893,8.000104864534752,3.0234548394315928,1.594666933855811,78.67073457547895,10.84019487200289,10.75713553013667,0.0,5.131558479839333,0.0,0.0,0.0,0.0,0.0,10.197363616602075,11.336785877934737,24.26546827384644,5.563451491696996,0.0,5.106527394840706,16.468344357774072,0.0,10.197363616602075,0.0,0.0,5.733667477162185,24.26546827384644,0.0,16.320587021833667,5.733667477162185,5.131558479839333,5.749511833283905,11.336785877934737,15.303891011442781,0.0,0.0,0.0,24.26546827384644,0.0,10.571075188549761,0.0,72.03,0.0,0.0,0.0,5.749511833283905,5.131558479839333,10.571075188549761,11.336785877934737,24.26546827384644,0.0,10.197363616602075,10.84019487200289,0.0,1.3206141345427058,0.0,17.83712144116906,6.3506218505920895,0.23725670823885148,6.754385865457294,0.0,0.0,0.0,0.0,13,3,4,0,0,0,0,1,1,2,0,0,5,2,5,1,1,0,0,0,0,0,1.8606119822029092,2,1.4928999999999997,51.42220000000002,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL4442881,Nc1nnc(-c2ccc(Cl)c(OCc3ccccc3)c2)s1,2300.0,-7.268,6.172794504633128,6.172794504633128,0.4367628921403275,0.4367628921403275,0.7891565943292717,10.523809523809524,317.801,305.705,317.038960684,106,0,0.2028987404119461,-0.4873237516065394,0.4873237516065394,0.2028987404119461,1.0952380952380953,1.9047619047619047,2.619047619047619,35.495692003102214,10.186555450021647,2.088429154514495,-2.0882631377614325,2.3239081549592124,-1.954851958708954,7.1780008828791555,0.3063305215667922,2.9395208212200252,1.8137478093467145,745.6844729700213,14.656489770562878,10.992147448830051,12.564572975776231,10.220346690612274,6.27818940171881,7.472650455655763,4.364927101932676,5.781226151202772,2.855945981693519,3.9696837246921444,1.8335508252282546,2.611869810680786,-2.109999999999999,105105.50648354323,13.854018367885212,6.1146915736885745,3.3192565774550014,130.71534860013216,10.470530430962235,17.364017494649588,0.0,5.131558479839333,0.0,0.0,0.0,0.0,0.0,10.197363616602075,59.33592817893691,17.696185628620217,5.563451491696996,5.022633313741326,4.736862953800049,28.069284248006586,0.0,10.197363616602075,0.0,6.606881964512918,5.733667477162185,59.1170213531312,0.0,16.320587021833667,10.470530430962235,5.131558479839333,5.749511833283905,22.937725768167255,10.197363616602075,6.606881964512918,0.0,5.563451491696996,48.53093654769288,5.022633313741326,10.571075188549761,0.0,61.03,0.0,0.0,0.0,0.0,22.51058559137748,16.134526680246758,11.336785877934737,6.06636706846161,42.46456947923127,10.197363616602075,22.07147032119475,5.785038029100529,7.499575346663338,0.0,9.57428022971764,7.5744900263694435,0.6173992189468382,15.433075016423174,0.0,0.46058657722348184,0.0,0.06666666666666667,21,2,4,0,0,0,0,2,1,3,0,0,5,1,6,1,4,0,0,0,0,0,4.033954732182592,3,4.019700000000001,85.54140000000004,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
