molecule_chembl_id,canonical_smiles,standard_value
CHEMBL5276460,COc1cc(O)c2c(=O)c3c(OC)ccc(OC)c3oc2c1OC,40100.0
CHEMBL5083981,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,40560.0
CHEMBL5414315,O=C(N/N=C/c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)c1cc2ccccc2o1,40600.0
CHEMBL5406990,COc1cccc2cc(-c3nnc(SCc4cn(CC(=O)NCc5ccc(F)cc5)nn4)o3)oc12,40700.0
CHEMBL4217611,O=C(/C=C(O)/C=C/c1ccc(O)cc1O)c1ccccc1O,40700.0
CHEMBL3601736,O=C(C1=C(O)/C(=C/c2ccc(O)c(O)c2)CCC1)c1ccccc1,41000.0
CHEMBL1892795,CC(=O)c1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)C(Cl)(Cl)C(=O)N4)CC2)cc1,41050.0
CHEMBL172350,COc1c(O)cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c1O,41300.0
CHEMBL3601513,CC1(C)[C@@H](O)CC[C@]2(C)C3=C([C@@H](O)C[C@@H]12)[C@]1(C)C(=O)C[C@H]([C@]2(C)CCC(=O)O2)[C@@]1(C)[C@H](O)C3=O,41700.0
CHEMBL5399154,O=C(COc1ccc(C(c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)cc1)Nc1ccc(Br)cc1,41730.0
CHEMBL4879345,CCCCCCCCC[C@@]1(CO)NC[C@H](O)[C@@H](O)[C@@H]1O.Cl,42000.0
CHEMBL4072055,O=C1/C(=C/c2ccccc2)CCC/C1=C\c1ccc(O)cc1,42300.0
CHEMBL4529524,COc1ccc(NC(=O)Cn2cc(COc3cc(OC(C)=O)c4c(=O)c5cc(OC)ccc5oc4c3)nn2)c(OC)c1,42600.0
CHEMBL5277603,COc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3)nn2)cc1,42600.0
CHEMBL5281061,O=C1CS/C(=N\N=C\c2ccc(OS(=O)(=O)c3ccccc3[N+](=O)[O-])cc2)N1,42800.0
CHEMBL3397473,COC(=O)CC1c2c(ccc3c2C(=O)C(=O)N3C)-c2ccccc2N1S(=O)(=O)c1ccc(F)cc1,42900.0
CHEMBL517161,COc1cc2c(=O)c3c(O)c(C/C=C(\C)CCC=C(C)C)c(O)cc3oc2cc1O,44000.0
CHEMBL5407265,CC(c1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)c1ccc(O)cc1O,44110.0
CHEMBL2414827,O=[N+]([O-])c1cccc(CNC[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1,44300.0
CHEMBL5423505,COc1cc(/C=C2/C(=O)N(c3ccc(C)cc3)C(C(=O)NC3CCCCC3)c3ccccc32)cc(OC)c1O,44400.0
CHEMBL5283982,COc1cc(O)c2c(=O)c3c(OC)c(O)c(O)cc3oc2c1,44500.0
CHEMBL3407644,COc1ccc(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)c(I)c1O,44800.0
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,44800.0
CHEMBL1163562,C=CCC[C@@H]1N[C@H](CO)[C@H](O)[C@H](O)[C@H]1C,45000.0
CHEMBL1224412,C=C(C)C1Cc2c(c(O)cc3oc4cc(O)c(CC=C(C)C)c(O)c4c(=O)c23)O1,45000.0
CHEMBL3397466,COC(=O)CC1Nc2ccccc2-c2ccc3c(c21)C(=O)C(=O)N3Cc1ccc(OC)cc1,45300.0
CHEMBL5270418,O=C(Nc1sc2c(c1C(=O)NCc1ccccc1)CCCC2)c1cccnc1,45300.0
CHEMBL5436193,O=C(Cn1cc(COc2ccc(-c3nc4ccccc4c(=O)[nH]3)cc2)nn1)Nc1ccccc1,45300.0
CHEMBL507403,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O[C@@H]8OC[C@H](O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)[C@H]8O)[C@@](C)(CO)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,45800.0
CHEMBL108084,OC[C@H]1NCC[C@@H](O)[C@@H]1O,46000.0
CHEMBL2114210,OC[C@H]1N[C@H](CO)[C@@H](O)C(O)[C@@H]1O,46000.0
CHEMBL327137,OCC1NC(CO)[C@H](O)[C@H](O)[C@@H]1O,46000.0
CHEMBL5272442,OC[C@@H]1[C@@H](O)[C@H](O)[C@H]2[C@H](O)[C@H](O)CN21,46000.0
CHEMBL5397536,CC(C)=C(C)CSc1nnc(-c2cc(OCC(F)(F)F)ccc2OCC(F)(F)F)o1,46010.0
CHEMBL87120,NC1C(O)C(O)C(O)C1O,46900.0
CHEMBL3621759,O=C(CCCCCCC[C@H](O)c1ccccc1)c1c(O)cc(O)cc1O,47180.0
CHEMBL1760547,O=C(/C=C/c1ccc(O)cc1)NCCc1c[nH]c2ccc(O)cc12,47200.0
CHEMBL4068225,COC(=O)[C@]1(Cc2ccc3c(c2)CCC(C)(C)O3)OC(=O)C(O)=C1c1ccc(O)cc1,47330.0
CHEMBL2347151,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N(CCOc2ccc(O)cc2)C3=O)cc1,47700.0
CHEMBL5417186,OC[C@@H]1[C@@H](O)[C@H](O)CN1CCCCCc1ccccc1,48000.0
CHEMBL559089,O=C(/C=C/c1ccc(O)c(O)c1)NCCc1c[nH]c2ccc(O)cc12,48200.0
CHEMBL3827545,Cc1ccc(-c2ccnc3nnnn23)cc1,49800.0
CHEMBL3409636,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(C)o1,50000.0
CHEMBL310229,CCCCN1C[C@@H](O)[C@H](O)[C@H]1CO,50000.0
CHEMBL310231,CN1[C@H](CO)[C@@H](O)[C@H](O)[C@H]1CO,50000.0
CHEMBL3409634,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc[nH]1,50000.0
CHEMBL3594156,CC(C)=CCC/C(C)=C/CC/C(=C\Cc1cc(O)ccc1O)C(=O)O[C@@H](CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C)[C@](C)(O)CO,50000.0
CHEMBL2111688,OC[C@H]1N[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1O,50000.0
CHEMBL1094889,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccco1,50000.0
CHEMBL3409639,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1C(C)C,50000.0
CHEMBL1743353,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1CC,50000.0
CHEMBL2070322,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc(O)c1,50000.0
CHEMBL2063816,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OC)c(OC)c1,50000.0
CHEMBL3409637,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1C(=O)O,50000.0
CHEMBL1098869,CCCC1C(C(=O)OCC)=C(C)NC(C)=C1C(=O)OCC,50000.0
CHEMBL77918,CCCCN1[C@H](CO)[C@@H](O)[C@H](O)[C@H]1CO,50000.0
CHEMBL354193,CCCCCCNC1C=C(CO)C(O)C(O)C1O,50000.0
CHEMBL3409640,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1CC(C)C,50000.0
CHEMBL1099205,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1,50000.0
CHEMBL3409638,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1C,50000.0
CHEMBL1096551,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccnc1,50000.0
CHEMBL5410833,COc1cc(/C=C2/C(=O)N(Cc3ccccc3)C(C(=O)NC3CCCCC3)c3ccccc32)ccc1O,50100.0
CHEMBL4277205,O=C1NC(=O)/C(=C/c2cc([N+](=O)[O-])ccc2OCN2C(=O)c3ccccc3C2=O)S1,50450.0
CHEMBL5403496,COc1cc(/C=C2/C(=O)N(c3ccccc3)C(C(=O)NC3CCCCC3)c3ccccc32)ccc1O,50500.0
CHEMBL5287562,C=C(C)/C=C/c1c(OC)cc2c(c1O)Cc1c(O)ccc(O)c1O2,50500.0
CHEMBL5400615,CC(C)c1ccc(N2C(=O)/C(=C/c3ccccc3)c3ccccc3C2C(=O)NC(C)(C)C)cc1,50600.0
CHEMBL1099206,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc([N+](=O)[O-])cc1,51000.0
CHEMBL2347152,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N(CCOc2ccccc2)C3=O)cc1,51130.0
CHEMBL562109,COc1ccc(/C=C/C(=O)C[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1OC,51500.0
CHEMBL2418235,COc1cc(/C=C/C(=O)O[C@@H]2C[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O)ccc1O,51930.0
CHEMBL8260,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,52000.0
CHEMBL276618,Cc1cc(=O)oc2c(O)c(O)ccc12,52000.0
CHEMBL5394548,COc1cc(/C=C2/C(=O)N(c3ccc(F)cc3)C(C(=O)NC3CCCCC3)c3ccccc32)ccc1O,52500.0
CHEMBL5429658,Cc1ccc(NC(=O)C(C)Sc2nnc(-c3ccc(Cl)cc3)o2)cc1C,52630.0
CHEMBL5195148,C=CCc1cc(CSc2nnc(-c3cccc(OC)c3)o2)c(O)c(-c2ccc(O)c(CC=C)c2)c1,52900.0
CHEMBL1230806,N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,53000.0
CHEMBL4218969,COc1cc(-c2ccc(OCC=C(C)C)cc2)c(OC)c(OCC=C(C)C)c1-c1ccc(O)cc1,53100.0
CHEMBL3407643,COc1cc(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)ccc1O,53340.0
CHEMBL3103155,O=C(N/N=C1/c2ccccc2-c2nc3ccccc3nc21)c1ccc(F)cc1,53420.0
CHEMBL5285174,C=C(C)/C=C/c1c(O)cc2oc3c(/C=C/C(=C)C)c(O)c(OC)cc3c(=O)c2c1O,53500.0
CHEMBL4215543,OC[C@@H]1N[C@H]([C@@H](O)CO)[C@@H]1O,53700.0
CHEMBL200715,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@H](O)C2,53800.0
CHEMBL4453990,C[C@@H]1[C@H](O)[C@H](O)[C@@H]2[C@H](O)[C@H](O)[C@@H](CO)N21,55000.0
CHEMBL2347150,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N(CCOc2cccc(O)c2)C3=O)cc1,55600.0
CHEMBL504167,Oc1ccc([C@@H]2c3c(O)cc(O)cc3[C@@H]3c4c(cc(O)c5c4[C@@H]2[C@@H](c2ccc(O)cc2)[C@@H]5c2cc(O)cc(O)c2)O[C@H]3c2ccc(O)cc2)cc1,55700.0
CHEMBL5436717,CC(C)(C)c1ccc(CCCCCC[C@@H](O)[C@H]2N[C@H](CO)[C@@H](O)[C@@H]2O)cc1.Cl,57000.0
CHEMBL3264727,CCOc1cc(C(c2c(O)c3cc(Cl)ccc3oc2=O)c2c(O)c3cc(Cl)ccc3oc2=O)ccc1O,57140.0
CHEMBL5399586,COc1cc(/C=C2/C(=O)N(c3ccc(F)cc3)C(C(=O)NC3CCCCC3)c3ccccc32)cc(OC)c1O,57200.0
CHEMBL238603,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/c2ccccc2)OC1=O,58000.0
CHEMBL2159637,O=S(=O)([O-])O[C@H]([C@@H](O)[C@H](O)[C@H](O)CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,58000.0
CHEMBL209093,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/C=C/c2ccccc2)OC1=O,58000.0
CHEMBL5274460,C=C(C)/C=C/c1c(OC)cc2c(c1O)Cc1cccc(O)c1O2,58500.0
CHEMBL5426760,Cl.OC[C@H]1N[C@H]([C@@H](O)CCCCCCc2ccc(Cl)cc2)[C@@H](O)[C@@H]1O,59000.0
CHEMBL499404,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O[C@@H]8OC[C@H](O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)[C@H]8O)C(C)(C)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,59500.0
CHEMBL150,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,59540.0
CHEMBL476314,COc1cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c(O)c1O,60000.0
CHEMBL1651626,CCCCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@@H]1CO,60000.0
CHEMBL5411712,COc1cc(/C=C2/C(=O)N(c3ccccc3)C(C(=O)NC3CCCCC3)c3ccccc32)cc(OC)c1O,60100.0
CHEMBL3409635,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1F,60200.0
CHEMBL5413681,O=C(Cn1c(-c2ccc(Cl)cc2)nc2ccccc2c1=O)N/N=C/c1cn(-c2ccccc2)nc1-c1ccc(Br)cc1,60500.0
CHEMBL5276405,O=C(Cn1c(-c2ccc(Cl)cc2)nc2ccccc2c1=O)N/N=C\c1cn(-c2ccccc2)nc1-c1ccc(Br)cc1,60500.0
CHEMBL3349976,CCCC[C@@H]1N[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,61000.0
CHEMBL5439186,COc1c2c(c(C=O)c3c1C(=O)OC3)O[C@]1(C)CC[C@@]3(O)C(C)(C)CCC[C@]3(C)[C@H]1C2,61000.0
CHEMBL5408260,COc1cc(/C=C2/C(=O)N(Cc3ccccc3)C(C(=O)NC3CCCCC3)c3ccccc32)cc(OC)c1O,61300.0
CHEMBL2347144,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N(Cc2ccc(C(N)=O)cc2)C3=O)cc1,61370.0
CHEMBL486219,COc1cc(O)c2c(-c3ccc(O)c(O)c3)cc(=O)oc2c1,62000.0
CHEMBL5274141,CC(C)(O)[C@H]1Cc2ccc3c(c2C1)O/C(=C\c1ccc(O)c(O)c1)C3=O,62100.0
CHEMBL3103090,Nc1ccccc1C(=O)N/N=C1/c2ccccc2-c2nc3ccccc3nc21,62340.0
CHEMBL1392445,O=C1c2ccccc2-c2nc3ccccc3nc21,62510.0
CHEMBL2177696,CCCCN1C[C@H](O)[C@@H](O)[C@@H]1CO,63000.0
CHEMBL5436722,OC[C@@H]1[C@@H](O)[C@H](O)CN1CCc1ccccc1,63000.0
CHEMBL5268974,O=C(Nc1sc2c(c1C(=O)NCc1ccccc1)CCCCC2)c1cccnc1,63400.0
CHEMBL5276582,C=C(C)/C=C/c1ccc2oc3c(O)cc(OC)c(CC=O)c3c(=O)c2c1O,63500.0
CHEMBL5277115,Cc1c(C(=O)CS(=O)(=O)c2ccccc2)c(=O)n(-c2ccccc2)n1C,63660.0
CHEMBL5285158,O=C(Nc1sc2c(c1C(=O)NCc1ccccn1)CCCC2)c1cccnc1,64100.0
CHEMBL5290531,CC(C)=CCC[C@H](C)[C@@H]1CC[C@@H](CO)c2c(O)cc(C)cc21,64200.0
CHEMBL4208842,CN1[C@H](C(=O)O)[C@H](O)[C@@H]1CO,64620.0
CHEMBL5398951,O=C(/C=C\c1ccc(OCc2cn(Cc3ccc(O)cc3)nn2)cc1)NCCc1c[nH]c2ccccc12,65000.0
CHEMBL5416796,Cl.OC[C@@H]1N[C@@H]([C@@H](O)CCCCCCc2ccc(F)c(F)c2)[C@H](O)[C@H]1O,65000.0
CHEMBL2063802,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OC)cc1,65100.0
CHEMBL5415895,Cc1ccc(-n2cc(/C=N/NC(=O)Nc3ccccc3)c(-c3ccc([N+](=O)[O-])cc3)n2)cc1,65100.0
CHEMBL3093492,COc1cc(O)c2c(=O)c3c(OC)c(OC)ccc3oc2c1OC,65800.0
CHEMBL5188686,CCCCCCCCC[C@]1(CO)NC[C@@H](O)[C@@H]1O,66000.0
CHEMBL2051764,CO[C@H]1O[C@H](C)[C@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,66000.0
CHEMBL1760551,COc1cc(/C=C/C(=O)NCCc2c[nH]c3ccc(O)cc23)cc(OC)c1O,66200.0
CHEMBL5437710,O=C1Nc2ccc([N+](=O)[O-])cc2C1(c1c[nH]c2ccc(O)cc12)c1c[nH]c2cccc(O)c12,67000.0
CHEMBL4096720,CC(C)=CCC/C(C)=C/CCC1=C[C@H](c2cc(O)ccc2O)OC1=O,67600.0
CHEMBL5423132,COc1cc(/C=C2/C(=O)N(c3ccc(C(C)C)cc3)C(C(=O)NC(C)(C)C)c3ccccc32)ccc1O,68000.0
CHEMBL5282906,COc1c(O)ccc2oc3c4c(c(CC=C(C)C)c(O)c3c(=O)c12)OC(C(C)(O)CCC=C(C)C)C4,69000.0
CHEMBL241165,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/c2ccc(N(C)C)cc2)OC1=O,70000.0
CHEMBL3354038,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1,70000.0
CHEMBL80148,CN1C[C@@H](O)[C@H](O)[C@H]1CO,70000.0
CHEMBL5266487,COc1c(O)cc2oc3cc(O)c(C/C=C(\C)COC(C)=O)c(O)c3c(=O)c2c1C/C=C(/C)CC=C(C)C,70300.0
CHEMBL3787285,O=C(Nc1ccccc1)O/N=C1\N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,70970.0
CHEMBL1933096,Cl.OC[C@@H]1CNC[C@@H](O)[C@@H](O)[C@@H]1O,71000.0
CHEMBL1230107,OC[C@@H]1[C@@H](O)[C@H](O)[C@H]2[C@H](O)[C@@H](O)CN21,71000.0
CHEMBL5282121,COc1ccc2oc3cc(O)cc(O)c3c(=O)c2c1O,71200.0
CHEMBL1825006,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(Cl)cc1,72400.0
CHEMBL4218731,COc1c(O)ccc2c(=O)c3c(O)cc4c(c3oc12)C(C)(C)C(CO)O4,72700.0
CHEMBL5289805,CC(C)=CCc1c(O)ccc2c1O/C(=C\c1ccc(O)cc1)C2=O,73800.0
CHEMBL2236407,COc1ccc(/N=C/c2cc(Br)ccc2O)cc1,74110.0
CHEMBL1094891,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccs1,74300.0
CHEMBL5405305,Cc1ccc(NC(=O)Oc2ccc(-c3nc4ccccn4c3NC(C)(C)C)cc2)cc1,75600.0
CHEMBL5290214,COc1cc(O)c2c(=O)c3c(OC)ccc(OC)c3oc2c1,75800.0
CHEMBL2409395,COc1cc(O)c2c(=O)c3c(O)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)ccc3oc2c1,75800.0
CHEMBL3397471,COC(=O)CC1c2c(ccc3c2C(=O)C(=O)N3C)-c2ccccc2N1C(=O)c1ccc(Cl)cc1,75900.0
CHEMBL480167,COc1c(CC=C(C)C)c(O)c2c(=O)c3c(O)ccc(O)c3oc2c1CC=C(C)C,76000.0
CHEMBL4561697,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)c(O)cc2oc3cc(O)cc(O)c3c(=O)c12,76200.0
CHEMBL3397472,COC(=O)CC1c2c(ccc3c2C(=O)C(=O)N3C)-c2ccccc2N1S(=O)(=O)c1ccccc1,77100.0
CHEMBL3093493,COc1cc(O)c2c(=O)c3c(OC)c(O)ccc3oc2c1OC,77400.0
CHEMBL3103162,O=C(N/N=C1/c2ccccc2-c2nc3ccccc3nc21)c1cccc(I)c1,77450.0
CHEMBL5274807,O=C(Nc1nccs1)c1ccc(-c2ccc(F)cc2F)o1,77990.0
CHEMBL247666,OCCN1C[C@@H](O)[C@H](O)[C@H]1CO,78000.0
CHEMBL4214649,Cc1cc(O)cc(O)c1C(=O)O[C@H]1[C@@H]2COC(/C=C/[C@H](C)O)=CC2=CC(=O)[C@@]1(C)O,78600.0
CHEMBL5413753,O=C(Cn1cc(CNC(=O)c2c3ccccc3nc3ccccc23)nn1)Nc1cccc(Br)c1,80300.0
CHEMBL4162593,COc1cc(OC)c([C@@H](OC)[C@H](C)O)cc1OC,80600.0
CHEMBL1760546,O=C(/C=C/c1ccccc1)NCCc1c[nH]c2ccc(O)cc12,80800.0
CHEMBL3593564,Cc1cc(O)cc(O)c1C(=O)O[C@]1(C)C(=O)C2=C(C=C(/C=C/C(=O)O)OC2)C[C@H]1O,81700.0
CHEMBL3601516,CC1(C)C(=O)CC[C@]2(C)C3=C(C(=O)C[C@@H]12)[C@]1(C)C(=O)C[C@H]([C@]2(C)CCC(=O)O2)[C@@]1(C)CC3=O,81800.0
CHEMBL398800,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/c2ccc3c(c2)OCO3)OC1=O,82000.0
CHEMBL5280310,COc1cc(O)c2c(=O)c3c(O)ccc(O)c3oc2c1OC,82200.0
CHEMBL5267745,O=C(Nc1sc2c(c1C(=O)NCc1ccccc1)CCC2)c1cccnc1,82500.0
CHEMBL5437971,Cl.OC[C@H]1N[C@H]([C@H](O)CCCCCCc2ccc(F)cc2)[C@@H](O)[C@@H]1O,83000.0
CHEMBL3264724,COc1cc(C(c2c(O)c3cc(Cl)ccc3oc2=O)c2c(O)c3cc(Cl)ccc3oc2=O)ccc1O,83640.0
CHEMBL5173825,Cc1ccc(NC(=O)Cn2c(=O)c(C)nc3ccccc32)c([N+](=O)[O-])c1,83780.0
CHEMBL4213451,C=CCOc1c(OC)c(-c2ccc(O)cc2)cc(OC)c1-c1ccc(O)cc1,83800.0
CHEMBL5279492,COc1cc(O[C@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)c2c(=O)c3c(OC)c(OC)ccc3oc2c1,83800.0
CHEMBL238604,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/c2cc(OC)c(OC)cc2OC)OC1=O,84000.0
CHEMBL3264725,O=c1oc2ccc(Cl)cc2c(O)c1C(c1cccc(O)c1)c1c(O)c2cc(Cl)ccc2oc1=O,84060.0
CHEMBL5287286,COc1cc(O[C@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)c2c(=O)c3ccc(O)c(OC)c3oc2c1,84500.0
CHEMBL5402734,COc1ccc2c(CSC(=S)NCCc3c[nH]c4ccccc34)cc(=O)oc2c1,85000.0
CHEMBL488157,C[C@H](O)[C@H]1N[C@H](CO)[C@@H](O)[C@@H]1O,85000.0
CHEMBL5402705,O=C(CSC(=S)Nc1cccc([N+](=O)[O-])c1)c1cc2ccccc2oc1=O,85000.0
CHEMBL3753562,COC(=O)[C@]1(Cc2ccc(O)cc2)OC(=O)C(O)=C1c1ccc(O)cc1,85130.0
CHEMBL5429341,O=C(N/N=C\c1ccccc1OCCCN1C(=O)c2ccccc2C1=O)c1cc2ccccc2oc1=O,85200.0
CHEMBL5425673,CCOC(=O)c1c(SCc2cn(Cc3cccc([N+](=O)[O-])c3)nn2)nnc(-c2ccccc2)c1-c1ccccc1,85600.0
CHEMBL3827417,COc1ccc(-c2ccnc3nnnn23)cc1,85700.0
CHEMBL5434639,Cl.OC[C@H]1N[C@H]([C@H](O)CCCCCCc2ccc(F)c(F)c2)[C@@H](O)[C@@H]1O,87000.0
CHEMBL3785799,CC(C)(C)NC(=O)O/N=C1\N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,87050.0
CHEMBL5281437,COc1ccc(CNC(=O)c2c(NC(=O)c3cccnc3)sc3c2CCC3)cc1,87600.0
CHEMBL5283357,COC(=O)c1ccc(CNC(=O)c2c(NC(=O)c3cccnc3)sc3c2CCCC3)cc1,87800.0
CHEMBL1939428,Oc1ccc([C@@H]2c3c(O)cc(O)cc3[C@H]3c4c(cc(O)c5c4[C@@H]2[C@H](c2ccc(O)cc2)[C@H]5c2cc(O)cc(O)c2)O[C@@H]3c2ccc(O)cc2)cc1,88900.0
CHEMBL4854478,CCCCCCC[C@@]1(CO)NC[C@H](O)[C@@H](O)[C@@H]1O.Cl,89000.0
CHEMBL4218600,OC[C@@H]1N[C@H](CO)[C@@H]1O,89420.0
CHEMBL5420778,O=C(COc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1)Nc1cccc(Br)c1,90000.0
CHEMBL1684163,OC[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],90000.0
CHEMBL1939276,Oc1ccc([C@H]2c3c(O)cc(O)cc3[C@@H]3c4c(cc(O)cc4[C@@H]2[C@H]2c4cc(O)cc5c4[C@@H](c4cc(O)cc(O)c4[C@@H]2c2ccc(O)cc2)[C@H](c2ccc(O)cc2)O5)O[C@H]3c2ccc(O)cc2)cc1,90000.0
CHEMBL3103154,O=C(N/N=C1/c2ccccc2-c2nc3ccccc3nc21)c1cccc(F)c1,90920.0
CHEMBL3601514,CC1(C)[C@@H](O)CC[C@]2(C)C3=C([C@@H](O)C[C@@H]12)[C@]1(C)C(=O)C[C@H]([C@]2(C)CCC(=O)O2)[C@@]1(C)C(=O)C3=O,91300.0
CHEMBL3264729,COc1ccc(C(c2c(O)c3cc(Cl)ccc3oc2=O)c2c(O)c3cc(Cl)ccc3oc2=O)cc1OC,91360.0
CHEMBL5421667,Cc1ccc(CCCCCCC[C@H]2N[C@H](CO)[C@@H](O)[C@@H]2O)cc1.Cl,92000.0
CHEMBL5416554,COc1c2c(c(C(OC)OC)c3c1C(=O)OC3)O[C@]1(C)CC[C@@]3(O)C(C)(C)CCC[C@]3(C)[C@H]1C2,92000.0
CHEMBL5394121,COc1cc(/C=C2/C(=O)N(c3ccc(O)cc3)C(C(=O)NC3CCCCC3)c3ccccc32)ccc1O,92800.0
CHEMBL5283691,COc1cc(CNC(=O)c2c(NC(=O)c3cccnc3)sc3c2CCC3)ccc1O,93600.0
