molecule_chembl_id,canonical_smiles,standard_value
CHEMBL4471072,O=C(N/N=C/c1cc(O)ccc1O)c1cc2ccccc2[nH]1,2300.0
CHEMBL4217244,O=C(N/N=C/c1ccc(O)cc1)c1cc2ccccc2[nH]1,2300.0
CHEMBL3186069,COc1cc(/C=N/NC(=O)c2cc3ccccc3[nH]2)ccc1O,2300.0
CHEMBL4593066,O=C(N/N=C/c1cccc(O)c1O)c1cc2ccccc2[nH]1,2300.0
CHEMBL1299882,Nc1nnc(-c2cccc([N+](=O)[O-])c2)s1,2300.0
CHEMBL4435535,O=[N+]([O-])c1ccc(/C=N/c2nnc(-c3ccc(Cl)cc3)s2)cc1,2300.0
CHEMBL4559817,O=C(N/N=C/c1c(O)cc(O)cc1O)c1cc2ccccc2[nH]1,2300.0
CHEMBL4525854,O=C(N/N=C/c1ccc(O)c(O)c1)c1cc2ccccc2[nH]1,2300.0
CHEMBL2414818,O=C(/C=C/c1ccccc1)NC[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,2300.0
CHEMBL5284194,OC[C@@H]1[C@@H](O)[C@H](O)C[S@@+]1C[C@@H](O)[C@H]1OC(c2ccc(Cl)cc2)OC[C@H]1O.[Cl-],2300.0
CHEMBL4532383,CCOC(=O)C1=C(Nc2cccc(Cl)c2)C[C@@H](c2ccc(Cl)cc2)N(c2cccc(Cl)c2)[C@@H]1c1ccc(Cl)cc1,2300.0
CHEMBL4469544,COc1ccc(Br)cc1/C=N/c1nnc(-c2ccc(Cl)cc2)s1,2300.0
CHEMBL4471901,O=[N+]([O-])c1ccccc1/C=N/c1nnc(-c2ccc(Cl)cc2)s1,2300.0
CHEMBL4442533,O=C(N/N=C/c1cc(O)cc(O)c1)c1cc2ccccc2[nH]1,2300.0
CHEMBL5270662,OC[C@@H]1[C@@H](O)[C@H](O)C[S@@+]1C[C@@H](O)[C@H]1OC(c2ccc(C(F)(F)F)cc2)OC[C@H]1O.[Cl-],2300.0
CHEMBL5279269,O=c1ccc2c(-c3c(O)c(O)c(-c4c(O)c(O)c(-c5c(O)c(O)cc6oc(=O)ccc56)c5oc(=O)ccc45)c4oc(=O)ccc34)c(O)c(O)cc2o1,2300.0
CHEMBL4468056,Nc1nnc(-c2ccc(OCc3ccccc3)cc2)s1,2300.0
CHEMBL4593969,COc1cc(-c2nnc(/N=C/c3ccc(O)cc3)s2)ccc1OCc1ccccc1,2300.0
CHEMBL4442388,COc1ccc(Br)cc1/C=N/c1nnc(-c2cccc([N+](=O)[O-])c2)s1,2300.0
CHEMBL4516653,CCOC(=O)C1=C(Nc2cccc(F)c2)C[C@@H](c2ccc(Cl)cc2)N(c2cccc(F)c2)[C@@H]1c1ccc(Cl)cc1,2300.0
CHEMBL4461594,CCOC(=O)C1=C(Nc2cccc([N+](=O)[O-])c2)C[C@@H](c2ccc(C)cc2)N(c2cccc([N+](=O)[O-])c2)[C@@H]1c1ccc(C)cc1,2300.0
CHEMBL4476702,Clc1ccc(-c2nnc(/N=C/c3ccc(Cl)cc3Cl)s2)cc1,2300.0
CHEMBL4564900,Oc1ccc(/C=N/c2nnc(-c3ccc(Cl)cc3)s2)cc1,2300.0
CHEMBL4438611,COc1ccc(O)c(/C=N/NC(=O)c2cc3ccccc3[nH]2)c1,2300.0
CHEMBL4533603,COc1ccc(/C=N/NC(=O)c2cc3ccccc3[nH]2)c(I)c1O,2300.0
CHEMBL4568178,CCOC(=O)C1=C(Nc2cccc(Br)c2)C[C@@H](c2ccc(Cl)cc2)N(c2cccc(Br)c2)[C@@H]1c1ccc(Cl)cc1,2300.0
CHEMBL4437179,O=C(N/N=C/c1ccc(Br)c(F)c1)c1cc2ccccc2[nH]1,2300.0
CHEMBL4515560,O=C(N/N=C/c1ccc(Cl)cc1)c1cc2ccccc2[nH]1,2300.0
CHEMBL4476335,O=C(N/N=C/c1ccccc1O)c1cc2ccccc2[nH]1,2300.0
CHEMBL4466503,O=C(N/N=C/c1cc(O)c(O)c(O)c1)c1cc2ccccc2[nH]1,2300.0
CHEMBL313375,OCC1C(O)C(O)C2OC(Nc3ccccc3)=NC12,2320.0
CHEMBL2180814,O=C1Cc2cc(S(=O)(=O)N3CCN(c4ccc(O)cc4)CC3)ccc2N1,2370.0
CHEMBL1208974,O=S(=O)([O-])O[C@@H](CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,2400.0
CHEMBL268675,Nc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O,2400.0
CHEMBL1090539,CCCCCC[C@H]1N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,2400.0
CHEMBL254145,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCCOc1cccc(-c2cnn[nH]2)c1,2410.0
CHEMBL203543,O=C(Cn1nnc2ccccc21)c1ccc(Cl)cc1,2500.0
CHEMBL4578640,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)Nc2ccc(Br)cc21,2500.0
CHEMBL4532650,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)Nc2ccc(Cl)cc21,2500.0
CHEMBL4452470,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccc(Br)cc2)c2ccc(Br)cc21,2500.0
CHEMBL4583142,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2Cl)c2ccc(Br)cc21,2500.0
CHEMBL4581970,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2)c2ccc(Br)cc21,2500.0
CHEMBL5197560,OC[C@@]1(c2c(F)c(F)c(F)c(F)c2F)NC[C@@H](O)[C@@H]1O,2500.0
CHEMBL4587269,Cc1ccc2c(c1)/C(=N/NC(=O)COc1ccc3ccc(=O)oc3c1)C(=O)N2Cc1ccccc1F,2500.0
CHEMBL4537391,Cc1ccc2c(c1)/C(=N/NC(=O)COc1ccc3ccc(=O)oc3c1)C(=O)N2Cc1cccc(F)c1,2500.0
CHEMBL1651633,CCCCCCCCCOCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,2500.0
CHEMBL5180919,COc1ccc([C@@]2(CO)NC[C@H](O)[C@H]2O)cc1OC,2500.0
CHEMBL4526446,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)Nc2ccccc21,2500.0
CHEMBL4568489,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2)c2ccccc21,2500.0
CHEMBL4237960,Nc1ccn(C2OC(CO)[C@@H](O)[C@H]2O)c(=O)n1,2500.0
CHEMBL4561189,CN1C(=O)/C(=N\NC(=O)COc2ccc3ccc(=O)oc3c2)c2ccccc21,2500.0
CHEMBL4438638,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2F)c2ccccc21,2500.0
CHEMBL4471443,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)Nc2ccc([N+](=O)[O-])cc21,2500.0
CHEMBL4441977,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2Cl)c2ccccc21,2500.0
CHEMBL4475058,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2cccc(F)c2)c2ccccc21,2500.0
CHEMBL407337,OCC[C@H]1N[C@H](CO)[C@@H](O)[C@@H]1O,2500.0
CHEMBL4545087,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2cccc(F)c2)c2ccc(Cl)cc21,2500.0
CHEMBL4518046,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccc(Br)cc2)c2ccccc21,2500.0
CHEMBL4553582,Cc1ccc2c(c1)/C(=N/NC(=O)COc1ccc3ccc(=O)oc3c1)C(=O)N2,2500.0
CHEMBL4463121,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)Nc2ccc(F)cc21,2500.0
CHEMBL4516073,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2F)c2ccc(Cl)cc21,2500.0
CHEMBL4435626,Cc1cc(C)c2c(c1)/C(=N/NC(=O)COc1ccc3ccc(=O)oc3c1)C(=O)N2,2500.0
CHEMBL5278586,OC[C@@H]1[C@@H](O)[C@H](O)C[S@@+]1C[C@@H](O)[C@H]1OC(c2ccc(F)cc2)OC[C@H]1O.[Cl-],2500.0
CHEMBL4464105,O=c1oc2ccc(Br)cc2cc1-c1nn(-c2ccccc2)cc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccc(Cl)cc1,2530.0
CHEMBL5395852,C/C(=N\OC(=O)/C=C/c1ccc(Br)cc1)c1cc2ccc(Br)cc2oc1=O,2540.0
CHEMBL1645620,CC[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O,2600.0
CHEMBL4566389,COc1ccc(C(=O)Cn2nnc3cc(C)c(C)cc32)cc1,2600.0
CHEMBL5265847,O=C(Sc1nccs1)c1ccc(-c2cccc(Cl)c2)o1,2611.0
CHEMBL4592022,O=c1oc2ccccc2cc1-c1nn(-c2ccccc2)cc1-c1nc(-c2ccccc2)c(-c2ccccc2)[nH]1,2780.0
CHEMBL4435225,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5ccc(Br)cc5oc4c3)nn2)c(OC)c1,2780.0
CHEMBL4585914,O=C(Cn1nnc2ccccc21)c1cccc(Br)c1,2790.0
CHEMBL1450675,O=C(Cn1nnc2ccccc21)c1ccc(Br)cc1,2790.0
CHEMBL4565828,O=C(CSc1nnc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1)Nc1nc(-c2ccc(Cl)cc2)cs1,2800.0
CHEMBL4545231,O=C(CSc1nnc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1)Nc1nc(-c2ccc(Br)cc2)cs1,2800.0
CHEMBL4469167,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1nc(-c2ccc(Br)cc2)cs1,2800.0
CHEMBL4543253,Cc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccc(Br)cc4)c(-c4ccc(Br)cc4)n3)n2)cc1,2800.0
CHEMBL4570594,O=C(CSc1nnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1)Nc1nc(-c2ccc(Cl)cc2)cs1,2800.0
CHEMBL4453256,COc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccc(Br)cc4)c(-c4ccc(Br)cc4)n3)n2)cc1,2800.0
CHEMBL4545190,Cc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)n3)n2)cc1,2800.0
CHEMBL5201729,OC[C@]1(c2ccc(F)cc2)NC[C@H](O)[C@H]1O,2800.0
CHEMBL4592051,Cc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccccc4)c(-c4ccccc4)n3)n2)cc1,2800.0
CHEMBL4578419,O=C(CSc1nnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1)Nc1nc(-c2ccccc2)cs1,2800.0
CHEMBL4566821,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1nc(-c2ccc(F)cc2)cs1,2800.0
CHEMBL4544393,COc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccccc4)c(-c4ccccc4)n3)n2)cc1,2800.0
CHEMBL4435963,O=C(CSc1nnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1)Nc1nc(-c2ccc(F)cc2)cs1,2800.0
CHEMBL4473482,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1nc(-c2ccc(Cl)cc2)cs1,2800.0
CHEMBL4441899,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1nc(-c2ccccc2)cs1,2800.0
CHEMBL4458336,O=C(CSc1nnc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1)Nc1nc(-c2ccccc2)cs1,2800.0
CHEMBL4545401,O=C(CSc1nnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1)Nc1nc(-c2ccc(Br)cc2)cs1,2800.0
CHEMBL4460050,O=C(CSc1nnc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1)Nc1nc(-c2ccc(F)cc2)cs1,2800.0
CHEMBL4451810,O=C(c1ccc(F)cc1)n1nnc2ccccc21,2820.0
CHEMBL1258643,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],2900.0
CHEMBL88408,OCC1(O)C(O)C(O)C2N=C(Nc3ccccc3)OC21,2930.0
CHEMBL4515499,O=C(c1ccc([N+](=O)[O-])cc1)n1nnc2ccccc21,2970.0
CHEMBL1288788,COc1ccc(C(=O)n2nnc3ccccc32)cc1,2990.0
CHEMBL4469294,O=C(c1cccc(Cl)c1)n1nnc2cc(Cl)c(Cl)cc21,3000.0
CHEMBL3786399,O=C(Nc1cccc2ccccc12)O/N=C1\N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,3060.0
CHEMBL4466757,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5cc(Br)ccc5oc4c3)nn2)c(OC)c1,3070.0
CHEMBL1076191,O[C@H]1[C@H](O)[C@@H](O)CN2C[C@@H](O)[C@@H](O)[C@H]12,3100.0
CHEMBL4580728,O=C(Cn1cc(COc2cc(O)c3c(=O)c4cc(Br)ccc4oc3c2)nn1)Nc1ccc(O)c(O)c1,3170.0
CHEMBL2051980,CO[C@H]1O[C@H](C)[C@@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,3200.0
CHEMBL5434765,O=C(NNS(=O)(=O)c1ccccc1F)c1cc2cc(F)ccc2[nH]1,3200.0
CHEMBL4217303,O=C(c1ccc(Br)cc1)n1nnc2ccccc21,3200.0
CHEMBL5423510,O=C(NNS(=O)(=O)c1cccc(F)c1)c1cc2cc(F)ccc2[nH]1,3200.0
CHEMBL2115215,OC[C@@H]1N[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,3200.0
CHEMBL2181089,O=C1Cc2cc(S(=O)(=O)N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)ccc2N1,3260.0
CHEMBL2180816,N#Cc1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CC(=O)N4)CC2)cc1,3260.0
CHEMBL4577650,Cc1cc2nnn(CC(=O)c3ccccc3O)c2cc1C,3300.0
CHEMBL5171754,Cc1ccc([C@]2(CO)NC[C@@H](O)[C@@H]2O)cc1,3400.0
CHEMBL4450847,COc1ccc(Cc2nnc(-c3ccc(Cl)cc3)n2CC(=O)NNC(=S)Nc2ccc(Cl)cc2)cc1,3400.0
CHEMBL4446986,Cc1cc2nnn(C(=O)c3ccccc3)c2cc1C,3400.0
CHEMBL5412830,Oc1ccc(-c2nc3cc(N4CCOCC4)ccc3[nH]2)cc1,3400.0
CHEMBL5290456,Cl.O=[N+]([O-])c1cccc(C2OC[C@@H](O)[C@@H]([C@H](O)C[S@+]3C[C@@H](O)[C@H](O)[C@H]3CO)O2)c1,3400.0
CHEMBL4443687,Cc1cc2nnn(CC(=O)c3ccccc3)c2cc1C,3410.0
CHEMBL4516633,O=C(Cn1nnc2ccccc21)c1cccc(Cl)c1Cl,3470.0
CHEMBL5428655,COc1cc2oc(=O)ccc2cc1-c1c(O)cc(O)c2c1O/C(=C\c1ccccc1)C2=O,3550.0
CHEMBL402196,CC(=O)c1ccc(O)c(N)c1O,3600.0
CHEMBL3358660,O[C@@H]1[C@@H](O)[C@H](O)C[C@H](N[C@H]2C[C@@H](O)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H]1O,3700.0
CHEMBL4440745,O=C(c1ccccc1)n1nnc2cc(Cl)c(Cl)cc21,3700.0
CHEMBL1088892,CCCC[C@H]1N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,3800.0
CHEMBL598823,CO[C@@H]1O[C@H](Cn2cc(C3=CCCCC3)nn2)[C@H]2OC(C)(C)O[C@@H]12,3800.0
CHEMBL4573584,Cc1ccc(C(=O)n2nnc3cc(Cl)c(Cl)cc32)cc1C,3820.0
CHEMBL4567315,O=C(Cn1nnc2ccccc21)c1ccc(Cl)c(Cl)c1,3900.0
CHEMBL1641748,CCCCCCCCCCC[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O,3900.0
CHEMBL2051979,CO[C@H]1O[C@H](CO)[C@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,4000.0
CHEMBL1429088,O=C(Cn1nnc2ccccc21)c1cccc([N+](=O)[O-])c1,4000.0
CHEMBL3358661,O[C@@H]1[C@@H](O)[C@H](O)C[C@H](N[C@H]2C[C@H](O)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H]1O,4000.0
CHEMBL5410015,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6c([nH]c7c(F)cc(F)cc67)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4020.0
CHEMBL3786269,O=C(NC12CC3CC(CC(C3)C1)C2)O/N=C1\N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,4090.0
CHEMBL3901171,O=c1cc(C(F)(F)F)c2ccc(OCCCCn3cc(CCCCN4C[C@H](O)[C@@H](O)[C@H](O)[C@H]4CO)nn3)cc2o1,4100.0
CHEMBL4549620,Cc1cc(C(=O)n2nnc3ccccc32)ccc1[N+](=O)[O-],4100.0
CHEMBL5194927,COc1ccc([C@]2(CO)NC[C@@H](O)[C@@H]2O)cc1OC,4100.0
CHEMBL5196218,OC[C@]1(c2c(F)c(F)c(F)c(F)c2F)NC[C@H](O)[C@H]1O,4100.0
CHEMBL2181095,O=Cc1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CC(=O)N4)CC2)cc1,4110.0
CHEMBL1454708,O=C(Nc1nccs1)c1ccc(-c2cccc([N+](=O)[O-])c2)o1,4120.0
CHEMBL3763455,O=[N+]([O-])c1ccc(CO[C@H]([C@H](O)[C@@H](O)CO)[C@H](O)C[S+]2C[C@@H](O)[C@H](O)[C@H]2CO)cc1.[Cl-],4200.0
CHEMBL3084806,CCCCN1[C@H](CO)[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,4200.0
CHEMBL403239,Nc1c(O)cccc1O,4200.0
CHEMBL5287703,O=c1ccc2c(-c3c(O)c(O)c(-c4c(O)c(O)cc5ccc(=O)oc45)c4oc(=O)ccc34)c(O)c(O)cc2o1,4200.0
CHEMBL4573221,Cc1cc(C(=O)n2nnc3ccccc32)cc(C)c1C,4230.0
CHEMBL4513806,O=C(C[C@@H](c1ccc(Cl)cc1)c1c[nH]c2ccccc12)c1ccccc1,4300.0
CHEMBL369297,OC[C@@H]1NC[C@@H](O)[C@H](O)[C@H]1O,4300.0
CHEMBL4440152,Cc1ccc([C@H](CC(=O)c2ccc3ccccc3c2)c2c[nH]c3ccccc23)cc1,4300.0
CHEMBL4472506,O=C(C[C@@H](c1cccc(Br)c1)c1c[nH]c2ccccc12)c1ccccc1,4300.0
CHEMBL4557896,O=C(C[C@@H](c1ccc(Br)cc1)c1c[nH]c2ccccc12)c1ccccc1,4300.0
CHEMBL4456998,O=C(C[C@@H](c1cccs1)c1c[nH]c2ccccc12)c1ccccc1,4300.0
CHEMBL4526585,O=C(C[C@@H](c1c(Cl)cccc1Cl)c1c[nH]c2ccccc12)c1ccccc1,4300.0
CHEMBL4559187,COc1ccc(Cc2nnc(-c3ccc(Cl)cc3)n2Cc2nn(CN3CCN(C)CC3)c(=S)o2)cc1,4300.0
CHEMBL4439503,O=C(C[C@@H](c1ccccc1)c1c[nH]c2ccccc12)c1ccc2ccccc2c1,4300.0
CHEMBL4473090,O=C(C[C@@H](c1ccc(Cl)cc1)c1c[nH]c2ccccc12)c1ccc2ccccc2c1,4300.0
CHEMBL4520965,O=C(C[C@@H](c1cccc([N+](=O)[O-])c1)c1c[nH]c2ccccc12)c1ccccc1,4300.0
CHEMBL4539984,O=C(C[C@@H](c1cccs1)c1c[nH]c2ccccc12)c1ccc2ccccc2c1,4300.0
CHEMBL4525900,COc1ccc([C@H](CC(=O)c2ccccc2)c2c[nH]c3ccccc23)cc1,4300.0
CHEMBL4441979,COc1ccc([C@H](CC(=O)c2ccc3ccccc3c2)c2c[nH]c3ccccc23)cc1,4300.0
CHEMBL4590962,Cc1ccc([C@H](CC(=O)c2ccccc2)c2c[nH]c3ccccc23)cc1,4300.0
CHEMBL4474603,Cc1cccc([C@H](CC(=O)c2ccccc2)c2c[nH]c3ccccc23)c1,4300.0
CHEMBL4556170,O=C(C[C@@H](c1ccc(Cl)cc1Cl)c1c[nH]c2ccccc12)c1ccccc1,4300.0
CHEMBL4464394,O=C(C[C@@H](c1ccccc1)c1c[nH]c2ccccc12)c1ccccc1,4300.0
CHEMBL4437073,Nc1cc(C(=O)n2nnc3ccccc32)ccc1Cl,4320.0
CHEMBL4462641,Cc1cccc(C(=O)n2nnc3ccccc32)c1,4420.0
CHEMBL5414025,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc2c1OCO2,4480.0
CHEMBL5399820,COc1ccc(/N=C2/NC(=O)/C(=C/c3cn(-c4ccccc4)nc3-c3ccc([N+](=O)[O-])cc3)S2)cc1,4480.0
CHEMBL1232371,OC[C@@H]1[C@@H](O)[C@H](O)C[S@@+]1C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,4500.0
CHEMBL4561169,COc1ccc(C(=O)Cn2nnc3ccccc32)cc1,4500.0
CHEMBL5281867,Cl.O=[N+]([O-])c1ccc(C2OC[C@@H](O)[C@@H]([C@H](O)C[S@+]3C[C@@H](O)[C@H](O)[C@H]3CO)O2)cc1,4500.0
CHEMBL5287516,O=C(Sc1nccs1)c1ccc(-c2ccc(Cl)cc2)o1,4562.0
CHEMBL3980365,CN(C)c1cccc2c(S(=O)(=O)NCCOCCn3cc(CCCCN4C[C@H](O)[C@@H](O)[C@H](O)[C@H]4CO)nn3)cccc12,4600.0
CHEMBL3764813,OC[C@@H]1[C@@H](O)[C@H](O)C[S+]1C[C@@H](O)[C@H](OCc1ccc(C(F)(F)F)cc1)[C@H](O)[C@@H](O)CO.[Cl-],4600.0
CHEMBL3222197,CCCC(=O)N[C@@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,4700.0
CHEMBL5410420,O=C(NNS(=O)(=O)c1ccc(Br)cc1)c1cc2cc(F)ccc2[nH]1,4700.0
CHEMBL5278121,O=c1ccc2c(-c3c(O)c(O)c(-c4c(O)c(O)cc5oc(=O)ccc45)c4oc(=O)ccc34)c(O)c(O)cc2o1,4700.0
CHEMBL1409618,Cc1ccc(C(=O)Cn2nnc3ccccc32)cc1,4780.0
CHEMBL1253491,COc1ccccc1C(=O)n1nnc2ccccc21,4790.0
CHEMBL1795466,COc1cc(-c2ccc(O)cc2)c(OC)c(O)c1-c1ccc(O)cc1,4790.0
CHEMBL4211682,C=C(C)C(O)Cc1c(O)c(C/C=C(\C)CCC=C(C)C)c2oc3ccc(O)cc3c(=O)c2c1O,4800.0
CHEMBL4757019,CCC[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,4800.0
CHEMBL5279273,Cc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3)nn2)c(C)c1,4800.0
CHEMBL3397482,O=C(O)CC1Oc2ccccc2-c2ccc3c(c21)C(=O)C(=O)N3Cc1ccc(C(F)(F)F)cc1,4800.0
CHEMBL4443784,Cc1ccc(C(=O)n2nnc3ccccc32)cc1C,4800.0
CHEMBL4449860,O=C(Cn1nnc2ccccc21)c1ccccc1O,4870.0
CHEMBL1438482,O=C(Cn1nnc2ccccc21)c1ccccc1,4910.0
CHEMBL3785103,O=C(Nc1c(F)cccc1F)O/N=C1\N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,4930.0
CHEMBL4515373,O=C(Cn1nnc2ccccc21)c1ccc(-c2ccccc2)cc1,4980.0
CHEMBL1321017,O=C(Nc1nccs1)c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,4987.0
CHEMBL5268563,C=C(C)/C=C/c1c(O)cc2oc3cc(O)c(OC)c(/C=C/C(=C)C)c3c(=O)c2c1O,5000.0
CHEMBL2259858,COc1ccc(/C=C/C(=O)c2ccc3occc3c2O)cc1OC,5000.0
CHEMBL5268812,COc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3OC)nn2)cc1,5000.0
CHEMBL4757984,CCC[C@@H](O)[C@H](O)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO.CS(=O)(=O)[O-],5000.0
CHEMBL177114,CCOC(=O)CC(=O)OCC,5000.0
CHEMBL2414822,CC(=O)Oc1ccc(/C=C/C(=O)NC[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1OC(C)=O,5100.0
CHEMBL597186,CO[C@@H]1O[C@H](Cn2cc(C3(O)CCCCC3)nn2)[C@H]2OC(C)(C)O[C@@H]12,5200.0
CHEMBL4533056,O=C(c1c(F)cccc1F)n1nnc2ccccc21,5230.0
CHEMBL4472998,O=C(Cn1cc(COc2cc(O)c3c(=O)c4ccc(Br)cc4oc3c2)nn1)Nc1ccc(O)c(O)c1,5230.0
CHEMBL5273846,O=C(Sc1nccs1)c1ccc(-c2ccc(Br)cc2)o1,5283.0
CHEMBL1288725,O=C(c1ccccc1)n1nnc2ccccc21,5290.0
CHEMBL184574,O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O)c12,5300.0
CHEMBL4543481,Cc1cccc2nc(-c3ccc(Cl)cc3)[nH]c12,5300.0
CHEMBL4482888,COc1ccc(O)c(-c2nc3cccc(C)c3[nH]2)c1,5300.0
CHEMBL4474005,Cc1cccc2nc(-c3cc(O)ccc3O)[nH]c12,5300.0
CHEMBL4567754,Cc1cccc2nc(-c3cccs3)[nH]c12,5300.0
CHEMBL4556298,Cc1cccc2nc(-c3ccc(O)c(O)c3)[nH]c12,5300.0
CHEMBL4453302,Cc1cccc2nc(-c3ccccc3Cl)[nH]c12,5300.0
CHEMBL4469378,Cc1cccc2nc(-c3cccc(O)c3O)[nH]c12,5300.0
CHEMBL4483473,Cc1cccc2nc(-c3ccccc3[N+](=O)[O-])[nH]c12,5300.0
CHEMBL4521147,Cc1cccc2nc(-c3cccc(F)c3)[nH]c12,5300.0
CHEMBL4460277,Cc1cccc2nc(-c3ccccc3F)[nH]c12,5300.0
CHEMBL4447344,Cc1cccc2nc(-c3ccc(O)cc3O)[nH]c12,5300.0
CHEMBL4555802,Cc1cccc2nc(-c3ccc(F)cc3)[nH]c12,5300.0
CHEMBL3222196,CC(=O)N[C@@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,5300.0
CHEMBL4438176,Cc1ccc(-c2csc(N/N=C3\C(=O)Nc4ccc(F)cc43)n2)cc1,5300.0
CHEMBL4513279,COc1ccc(-c2csc(N/N=C3\C(=O)N(C)c4ccccc43)n2)cc1,5300.0
CHEMBL4453617,CN1C(=O)/C(=N\Nc2nc(-c3ccc(F)cc3)cs2)c2ccccc21,5300.0
CHEMBL4525043,Cc1ccc(-c2csc(N/N=C3\C(=O)N(C)c4ccccc43)n2)cc1,5300.0
