canonical_smiles,molecule_chembl_id,standard_value,target_chembl_id,value
CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,CHEMBL173095,1.2,CHEMBL274,1.2
CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCC3)C[C@@H]2c2ccccc2)CC1,CHEMBL352514,1.6,CHEMBL274,1.6
CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)(C)C)C[C@@H]2c2cccc(F)c2)CC1,CHEMBL172854,0.8,CHEMBL274,0.8
CCC(CC)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccccc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,CHEMBL435727,0.9,CHEMBL274,0.9
O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3[nH]ncc3Cc3ccccc3)CC2)[C@@H](c2ccccc2)C1,CHEMBL353827,4.8,CHEMBL274,4.8
CCCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,CHEMBL367421,4.6,CHEMBL274,4.6
CCCCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,CHEMBL366536,3.0,CHEMBL274,3.0
CC(C)(c1ccccc1)c1cc(C2CCN(C[C@H]3CN([C@@H](C(=O)O)C4CCCCC4)C[C@@H]3c3ccccc3)CC2)[nH]n1,CHEMBL499793,11.5,CHEMBL274,11.5
O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2cccc(F)c2)C1,CHEMBL278085,0.5,CHEMBL274,0.5
O=C(O)[C@@H](C1CCC1)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,CHEMBL320386,0.1,CHEMBL274,0.1
C/C=C(\C)[C@@H]1CC[C@@H]2C[C@H](C)C[C@H](C)[C@H]2[C@@H]1/C(O)=C1/C(=O)N[C@H](C[C@](C)(O)C(=O)O)C1=O,CHEMBL495654,1200.0,CHEMBL274,1.2
C1=C(CS/C(=N\C2CCCCC2)NC2CCCCC2)N2CCN=C2S1,CHEMBL452864,3000.0,CHEMBL274,3000.0
Cc1ccnc(C)c1C(=O)N1CCC(N(C)C2CN(C(c3ccccc3)c3ccccc3)C2)CC1,CHEMBL517893,24.0,CHEMBL274,24.0
Cc1ccnc(C)c1C(=O)N1CCC(N2CC3CCC(C2)N3C(c2ccccc2)c2ccccc2)CC1,CHEMBL458351,313.0,CHEMBL274,313.0
Cc1ccnc(C)c1C(=O)N1CCC(N2C3CCC2CN(C(c2ccccc2)c2ccccc2)C3)CC1,CHEMBL514749,41.0,CHEMBL274,41.0
Cc1ccnc(C)c1C(=O)N1CC(N(C)C2CCN(C(c3ccccc3)c3ccccc3)CC2)C1,CHEMBL459985,102.0,CHEMBL274,102.0
Cc1ccnc(C)c1C(=O)NCCN1CCCC(CC(c2ccccc2)c2ccccc2)C1,CHEMBL459986,56.0,CHEMBL274,56.0
CC(=O)NC(c1ccccc1)C1CN(C2CCN(C(=O)c3c(C)cccc3C)CC2)C1,CHEMBL471844,2490.0,CHEMBL274,2490.0
Cc1cccc(C)c1C(=O)N1CCC(N2CCC(CNC(=O)C3CC3)(Cc3ccccc3)CC2)CC1,CHEMBL471403,145.0,CHEMBL274,145.0
Cc1cccc(C)c1C(=O)N1[C@@H]2CC[C@H]1C[C@H](N1CC[C@@H](N(Cc3ccccc3)C(=O)C3CC3)C1)C2,CHEMBL481068,1.0,CHEMBL274,1.0
Cc1cccc(C)c1C(=O)N1CCC(N2CC[C@@H](N(Cc3ccccc3)C(=O)C3CC3)C2)CC1,CHEMBL471623,1.0,CHEMBL274,1.0
Cc1cccc(C)c1C(=O)N1CCC(N2CC[C@H](N(Cc3ccccc3)C(=O)C3CC3)C2)CC1,CHEMBL470578,1230.0,CHEMBL274,1230.0
Cc1cccc(C)c1C(=O)N1CCC(N2CCC(N(Cc3ccccc3)C(=O)C3CCC3)CC2)CC1,CHEMBL472260,3.0,CHEMBL274,3.0
Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccccc3)C(=O)C3CC3)CC2)CC1,CHEMBL472464,0.5,CHEMBL274,0.5
Cc1cccc(C)c1C(=O)N1CCC(N2CC(N(Cc3ccccc3)C(=O)C3CC3)C2)CC1,CHEMBL471218,5800.0,CHEMBL274,5800.0
Cc1cccc(C)c1C(=O)N1CCC(N2CC[C@@H](N(Cc3ccccc3)C(=O)C3CC3)C2)CC1,CHEMBL471623,8.0,CHEMBL274,8.0
CCN(C(=O)NCc1ccc(Cl)c(Cl)c1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL515193,0.003,CHEMBL274,0.003
CCN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL460845,0.05,CHEMBL274,0.05
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL457043,0.07,CHEMBL274,0.07
CCN(C(=O)NCc1ccccc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL461687,0.16,CHEMBL274,0.16
Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,CHEMBL256907,0.2,CHEMBL274,0.2
CCN(C(=O)Cc1ccc(Cl)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL459384,0.34,CHEMBL274,0.34
CCN(C(=O)Cc1ccc(C(F)(F)F)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL456226,0.48,CHEMBL274,0.48
CCN(C(=O)Cc1ccc(F)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL461690,0.94,CHEMBL274,0.94
CCN(C(=O)Cc1cccc(Cl)c1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL457044,1.54,CHEMBL274,1.54
Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL469724,2.0,CHEMBL274,2.0
CCN(C(=O)Cc1ccc(Cl)cc1Cl)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL457960,2.33,CHEMBL274,2.33
CCN(C(=O)OCc1ccccc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL461689,3.16,CHEMBL274,3.16
CCN(C(=O)Oc1ccc(Cl)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL459567,3.4,CHEMBL274,3.4
CCN(C(=O)Oc1ccc(F)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL518640,3.63,CHEMBL274,3.63
CCN(C(=O)Cc1ccc(C)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL458157,3.76,CHEMBL274,3.76
CCN(C(=O)c1ccc(F)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL460628,4.83,CHEMBL274,4.83
CCN(C(=O)Cc1ccc(OC)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL518794,5.0,CHEMBL274,5.0
Cc1nnc(C(C)C)n1C1CCN(CC[C@H](NC(=O)C2CCC(F)(F)CC2)c2ccccc2)CC1,CHEMBL459571,7.5,CHEMBL274,7.5
CCN(C(=O)Cc1ccccc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL514410,13.4,CHEMBL274,13.4
CCN(C(=O)Cc1ccc(OC)cc1)[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC1)c1ccccc1,CHEMBL456019,14.0,CHEMBL274,14.0
CCN(C(=O)Cc1ccccc1OC)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL456224,17.9,CHEMBL274,17.9
Cc1noc(C2CCN(C(C)C[C@H](NC(=O)C3CCC3)c3ccccc3)CC2)n1,CHEMBL459599,21.4,CHEMBL274,21.4
CCN(C(=O)c1ccc(Cl)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL460629,25.3,CHEMBL274,25.3
CCN(C(=O)c1ccc(Cl)c(Cl)c1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL459378,33.7,CHEMBL274,33.7
Cc1nnc(C)n1C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL469542,37.5,CHEMBL274,37.5
COc1ccc(CC(=O)NC2CCN(CC[C@H](NC(=O)C3CCC3)c3ccccc3)CC2)cc1,CHEMBL460630,48.0,CHEMBL274,48.0
CCN(C(=O)c1ccc(OC)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL518326,64.4,CHEMBL274,64.4
CCN(C(=O)c1ccccc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL460008,73.5,CHEMBL274,73.5
CC(C)c1noc(C2CCN(C(C)C[C@H](NC(=O)C3CCC3)c3ccccc3)CC2)n1,CHEMBL459600,94.6,CHEMBL274,94.6
CC(C[C@H](NC(=O)C1CCC1)c1ccccc1)N1CCC(c2[nH]ncc2-c2ccncc2)CC1,CHEMBL460217,382.0,CHEMBL274,382.0
CC(C[C@H](NC(=O)C1CCC1)c1ccccc1)N1CCC(c2nnc(CN(C)C)o2)CC1,CHEMBL459598,540.0,CHEMBL274,540.0
Cc1nnc(C2CCN(C(C)C[C@H](NC(=O)C3CCC3)c3ccccc3)CC2)o1,CHEMBL516939,1849.0,CHEMBL274,1849.0
CC(C[C@H](NC(=O)C1CCC1)c1ccccc1)N1CCC(n2cc(-c3ccccc3)[nH]c2=O)CC1,CHEMBL460009,2310.0,CHEMBL274,2310.0
CCN(C(=O)N(C)c1ccccc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,CHEMBL461688,6430.0,CHEMBL274,6430.0
CC(=O)N1CCC(CCN2C[C@@H]3CN(C(=O)c4c(C)ncnc4C)C[C@@H]3C2)(c2cccc(F)c2)CC1,CHEMBL604375,500.0,CHEMBL274,500.0
CC(=O)N1CCC(CCN2C[C@@H]3CN(C(=O)c4c(C)ncnc4C)C[C@@H]3C2)(c2cccc(F)c2)CC1,CHEMBL604375,2500.0,CHEMBL274,2500.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4cccc(F)c4)CCN(C(=O)C(C)C)CC3)C[C@H]2C1,CHEMBL596299,102.0,CHEMBL274,102.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4cccc(F)c4)CCN(C(=O)C(C)C)CC3)C[C@H]2C1,CHEMBL596299,160.0,CHEMBL274,160.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4cccc(F)c4)CCN(C(=O)C(C)(C)C)CC3)C[C@H]2C1,CHEMBL595760,59.0,CHEMBL274,59.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4cccc(F)c4)CCN(C(=O)C(C)(C)C)CC3)C[C@H]2C1,CHEMBL595760,129.0,CHEMBL274,129.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4cccc(F)c4)CCN(C(=O)CC(C)(C)C)CC3)C[C@H]2C1,CHEMBL595559,339.0,CHEMBL274,339.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4cccc(F)c4)CCN(C(=O)C(C)(C)CO)CC3)C[C@H]2C1,CHEMBL595570,167.0,CHEMBL274,167.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4cccc(F)c4)CCN(C(=O)C(C)(C)CO)CC3)C[C@H]2C1,CHEMBL595570,1000.0,CHEMBL274,1000.0
Cc1cc(C#N)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4cccc(F)c4)CCN(C(=O)C(C)(C)C)CC3)C[C@H]2C1,CHEMBL595584,15.0,CHEMBL274,15.0
Cc1cc(C#N)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4cccc(F)c4)CCN(C(=O)C(C)(C)C)CC3)C[C@H]2C1,CHEMBL595584,37.0,CHEMBL274,37.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CCN(C(=O)C4CCCC4)C3)C[C@H]2C1,CHEMBL596519,116.0,CHEMBL274,116.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CCN(C(=O)C4CCCC4)C3)C[C@H]2C1,CHEMBL596519,361.0,CHEMBL274,361.0
Cc1cc(C#N)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CCN(C(=O)C4CCCC4)C3)C[C@H]2C1,CHEMBL595610,46.0,CHEMBL274,46.0
Cc1cc(C#N)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CCN(C(=O)C4CCCC4)C3)C[C@H]2C1,CHEMBL595610,85.0,CHEMBL274,85.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CCN(C(=O)C(C)(C)C)C3)C[C@H]2C1,CHEMBL594914,242.0,CHEMBL274,242.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CCN(C(=O)C(C)(C)C)C3)C[C@H]2C1,CHEMBL594914,1943.0,CHEMBL274,1943.0
Cc1cc(C#N)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CCN(C(=O)C(C)(C)C)C3)C[C@H]2C1,CHEMBL595902,69.0,CHEMBL274,69.0
Cc1cc(C#N)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CCN(C(=O)C(C)(C)C)C3)C[C@H]2C1,CHEMBL595902,360.0,CHEMBL274,360.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CCCC4)C3)C[C@H]2C1,CHEMBL596081,67.0,CHEMBL274,67.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CCCC4)C3)C[C@H]2C1,CHEMBL596081,65.0,CHEMBL274,65.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)CC4CCCC4)C3)C[C@H]2C1,CHEMBL603325,28.0,CHEMBL274,28.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)CC4CCCC4)C3)C[C@H]2C1,CHEMBL603325,136.0,CHEMBL274,136.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CCOC4)C3)C[C@H]2C1,CHEMBL604070,55.0,CHEMBL274,55.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CCOC4)C3)C[C@H]2C1,CHEMBL604070,559.0,CHEMBL274,559.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C(C)(C)C)C3)C[C@H]2C1,CHEMBL605727,27.0,CHEMBL274,27.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C(C)(C)C)C3)C[C@H]2C1,CHEMBL605727,186.0,CHEMBL274,186.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C(C)(C)CO)C3)C[C@H]2C1,CHEMBL604680,56.0,CHEMBL274,56.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C(C)(C)CO)C3)C[C@H]2C1,CHEMBL604680,310.0,CHEMBL274,310.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(S(=O)(=O)C4CCCC4)C3)C[C@H]2C1,CHEMBL594208,27.0,CHEMBL274,27.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(S(=O)(=O)C4CCCC4)C3)C[C@H]2C1,CHEMBL594208,458.0,CHEMBL274,458.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CCC(F)(F)CC4)C3)C[C@H]2C1,CHEMBL592940,28.0,CHEMBL274,28.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CCC(F)(F)CC4)C3)C[C@H]2C1,CHEMBL592940,10.0,CHEMBL274,10.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CC(F)(F)C4)C3)C[C@H]2C1,CHEMBL593520,30.0,CHEMBL274,30.0
Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CC(F)(F)C4)C3)C[C@H]2C1,CHEMBL593520,93.0,CHEMBL274,93.0
Cc1nc(C(F)(F)F)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CCOC4)C3)C[C@H]2C1,CHEMBL593184,38.0,CHEMBL274,38.0
Cc1nc(C(F)(F)F)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CCOC4)C3)C[C@H]2C1,CHEMBL593184,92.0,CHEMBL274,92.0
Cc1nc(C(F)(F)F)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CCC(F)(F)CC4)C3)C[C@H]2C1,CHEMBL592993,30.0,CHEMBL274,30.0
Cc1nc(C(F)(F)F)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CCC(F)(F)CC4)C3)C[C@H]2C1,CHEMBL592993,5.0,CHEMBL274,5.0
Cc1nc(C(F)(F)F)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CC(F)(F)C4)C3)C[C@H]2C1,CHEMBL593195,66.0,CHEMBL274,66.0
Cc1nc(C(F)(F)F)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CC(F)(F)C4)C3)C[C@H]2C1,CHEMBL593195,168.0,CHEMBL274,168.0
Cc1ccnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CCC(F)(F)CC4)C3)C[C@H]2C1,CHEMBL592997,38.0,CHEMBL274,38.0
Cc1ccnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CCC(F)(F)CC4)C3)C[C@H]2C1,CHEMBL592997,15.0,CHEMBL274,15.0
Cc1ccnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CC(F)(F)C4)C3)C[C@H]2C1,CHEMBL596523,60.0,CHEMBL274,60.0
Cc1ccnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CC(F)(F)C4)C3)C[C@H]2C1,CHEMBL596523,53.0,CHEMBL274,53.0
Cc1cc(C#N)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CCC(F)(F)CC4)C3)C[C@H]2C1,CHEMBL593027,17.0,CHEMBL274,17.0
Cc1cc(C#N)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CCC(F)(F)CC4)C3)C[C@H]2C1,CHEMBL593027,0.3,CHEMBL274,0.3
Cc1cc(C#N)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CC(F)(F)C4)C3)C[C@H]2C1,CHEMBL593042,24.0,CHEMBL274,24.0
Cc1cc(C#N)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CC(F)(F)C4)C3)C[C@H]2C1,CHEMBL593042,1.0,CHEMBL274,1.0
Cc1cc(C(F)(F)F)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CCC(F)(F)CC4)C3)C[C@H]2C1,CHEMBL593046,21.0,CHEMBL274,21.0
Cc1cc(C(F)(F)F)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CCC(F)(F)CC4)C3)C[C@H]2C1,CHEMBL593046,2.0,CHEMBL274,2.0
Cc1cc(C(F)(F)F)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CC(F)(F)C4)C3)C[C@H]2C1,CHEMBL593080,22.0,CHEMBL274,22.0
Cc1cc(C(F)(F)F)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CC(F)(F)C4)C3)C[C@H]2C1,CHEMBL593080,3.0,CHEMBL274,3.0
CCCCN1C(=O)C(CC2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2.Cl,CHEMBL536743,28.0,CHEMBL274,28.0
CCCCN1C(=O)C(CC(C)C)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2.Cl,CHEMBL537424,94.0,CHEMBL274,94.0
CCCCN1C(=O)C(CC2CCCCC2)NC(=O)C12CCN(Cc1ccc3c(c1)OCCO3)CC2.Cl,CHEMBL556798,50.0,CHEMBL274,50.0
CCCCN1C(=O)C(CC(C)C)NC(=O)C12CCN(Cc1ccc3c(c1)OCCO3)CC2.Cl,CHEMBL540366,180.0,CHEMBL274,180.0
CCCCN1C(=O)C(CC(C)C)NC(=O)C12CCN(Cc1ccccc1)CC2.Cl,CHEMBL557199,900.0,CHEMBL274,900.0
CCCCN1C(=O)C(CC2CCCCC2)NC(=O)C12CCN(Cc1ccc(OC)cc1)CC2.Cl,CHEMBL557015,120.0,CHEMBL274,120.0
CCCCN1C(=O)[C@H](CC2CCCCC2)NC(=O)C12CCN(CCc1cccc(Sc3ccccc3)c1)CC2.Cl,CHEMBL596165,170.0,CHEMBL274,170.0
CCCCN1C(=O)[C@H](CC2CCCCC2)NC(=O)C12CCN(CCc1cccc(S(=O)(=O)c3ccccc3)c1)CC2.Cl,CHEMBL592918,86.0,CHEMBL274,86.0
CCCCN1C(=O)[C@H](CC2CCCCC2)NC(=O)C12CCN(CCc1cccc(Oc3ccc(C)cc3)c1)CC2.Cl,CHEMBL593204,79.0,CHEMBL274,79.0
CCCCN1C(=O)[C@H](CC2CCCCC2)NC(=O)C12CCN(CCc1cccc(Oc3ccc(OC)cc3)c1)CC2.Cl,CHEMBL593177,130.0,CHEMBL274,130.0
CCCCN1C(=O)[C@H](CC2CCCCC2)NC(=O)C12CCN(CCc1cccc(Oc3ccc(O)cc3)c1)CC2.Cl,CHEMBL592944,42.0,CHEMBL274,42.0
CCCCN1C(=O)[C@H](CC2CCCCC2)NC(=O)C12CCN(CCc1cccc(Oc3ccc(F)cc3)c1)CC2.Cl,CHEMBL593111,92.0,CHEMBL274,92.0
CCCCN1C(=O)[C@H](CC2CCCCC2)NC(=O)C12CCN(CCc1cccc(Oc3ccc(C(=O)O)cc3)c1)CC2.Cl,CHEMBL593205,13.0,CHEMBL274,13.0
COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2C[C@@H]3CN(C(=O)c4c(C)ncnc4C)C[C@@H]3C2)C[C@@H]1C,CHEMBL1077350,500.0,CHEMBL274,500.0
COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2C[C@@H]3CN(C(=O)c4c(C)ccnc4C)C[C@@H]3C2)C[C@@H]1C,CHEMBL1077351,500.0,CHEMBL274,500.0
COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2C[C@@H]3CN(C(=O)c4c(C)cc(C#N)nc4C)C[C@@H]3C2)C[C@@H]1C,CHEMBL1077352,500.0,CHEMBL274,500.0
CCO[C@H]1Cc2cc(C(F)(F)F)ccc2[C@@H]1N1CCN(C2C[C@@H]3CN(C(=O)c4c(C)ncnc4C)C[C@@H]3C2)C[C@@H]1C,CHEMBL1077353,92.0,CHEMBL274,92.0
CCO[C@H]1Cc2cc(C(F)(F)F)ccc2[C@@H]1N1CCN(C2C[C@@H]3CN(C(=O)c4c(C)ccnc4C)C[C@@H]3C2)C[C@@H]1C,CHEMBL1077354,98.0,CHEMBL274,98.0
CCO[C@H]1Cc2cc(C(F)(F)F)ccc2[C@@H]1N1CCN(C2C[C@@H]3CN(C(=O)c4c(C)cc(C#N)nc4C)C[C@@H]3C2)C[C@@H]1C,CHEMBL1077355,45.0,CHEMBL274,45.0
CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,CHEMBL1078231,4.0,CHEMBL274,4.0
CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1C[C@@H]3CN(C(=O)c4c(C)ncnc4C)C[C@@H]3C1)CC2,CHEMBL1077358,14.0,CHEMBL274,14.0
CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1C[C@@H]3CN(C(=O)c4c(C)cc(C#N)nc4C)C[C@@H]3C1)CC2,CHEMBL1077359,15.0,CHEMBL274,15.0
CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)C[C@H]3CN(C(=O)c4c(C)ncnc4C)C[C@H]3C1)CC2,CHEMBL1077360,25.0,CHEMBL274,25.0
CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)C[C@H]3CN(C(=O)c4c(C)cc(C#N)nc4C)C[C@H]3C1)CC2,CHEMBL1077361,61.0,CHEMBL274,61.0
CCCC[C@H]1CN(C[C@H]2CC[C@H](OCC)CC2)C(=O)OC12CCN(C1C[C@@H]3CN(C(=O)c4c(C)ncnc4C)C[C@@H]3C1)CC2,CHEMBL1077362,44.0,CHEMBL274,44.0
CCCC[C@H]1CN(C[C@H]2CC[C@H](OCC)CC2)C(=O)OC12CCN(C1C[C@@H]3CN(C(=O)c4c(C)ccnc4C)C[C@@H]3C1)CC2,CHEMBL1077363,34.0,CHEMBL274,34.0
CCCC[C@H]1CN(C[C@H]2CC[C@H](OC(C)C)CC2)C(=O)OC12CCN(C1C[C@@H]3CN(C(=O)c4c(C)ncnc4C)C[C@@H]3C1)CC2,CHEMBL1077364,23.0,CHEMBL274,23.0
CCCC[C@H]1CN(C[C@H]2CC[C@H](OC3CC3)CC2)C(=O)OC12CCN(C1C[C@@H]3CN(C(=O)c4c(C)ncnc4C)C[C@@H]3C1)CC2,CHEMBL1077365,27.0,CHEMBL274,27.0
Cc1nnc(C)n1[C@H]1C[C@@H]2CN(CC[C@H](NC(=O)C3CCOC3)c3cccc(F)c3)C[C@@H]2C1,CHEMBL1081625,35.0,CHEMBL274,35.0
