molecule_chembl_id,canonical_smiles,standard_value,binding_affinity
CHEMBL4437002,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccccc4[N+](=O)[O-])cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccccc4[N+](=O)[O-])cc23)cc1,2100,-6.069
CHEMBL5202712,COc1ccc([C@@]2(CO)NC[C@H](O)[C@H]2O)cc1,2100,-5.737
CHEMBL4460255,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cccc([N+](=O)[O-])c4)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cccc([N+](=O)[O-])c4)cc23)cc1,2100,-9.819
CHEMBL4439937,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc([N+](=O)[O-])cc4)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc([N+](=O)[O-])cc4)cc23)cc1,2100,-10.822
CHEMBL4513811,CC1=NN(c2ccc([N+](=O)[O-])cc2)C(=O)/C1=C/c1cn(-c2ccccc2)nc1-c1cc2cc(Br)ccc2oc1=O,2100,-8.041
CHEMBL5199880,COc1cccc([C@@]2(CO)NC[C@H](O)[C@H]2O)c1,2200,-5.969
CHEMBL3593568,Cc1cc(O)c(O)cc1-c1cc(O)cc(O)c1,2200,-6.112
CHEMBL4465201,CCCCCCCCCCCC(=O)N/N=C1\C(=O)Nc2ccccc21,2200,-7.126
CHEMBL4451791,Cc1ccc(C(=O)N/N=C2\C(=O)Nc3ccc(Cl)cc32)cc1,2200,-7.567
CHEMBL4445451,CCCN1C(=O)/C(=N\NC(=O)Cc2ccc(Cl)cc2Cl)c2ccccc21,2200,-7.206
CHEMBL4455386,O=C1Nc2cc(Br)ccc2/C1=N/NC(=O)c1ccccc1O,2200,-7.819
CHEMBL4540336,O=C(Cc1ccc(Cl)c(Cl)c1)N/N=C1\C(=O)Nc2cc(Br)ccc21,2200,-8.221
CHEMBL4458470,O=C(Cc1ccc(Cl)cc1Cl)N/N=C1\C(=O)Nc2cc(Br)ccc21,2200,-7.932
CHEMBL5199880,COc1cccc([C@@]2(CO)NC[C@H](O)[C@H]2O)c1,2200,-5.651
CHEMBL3593568,Cc1cc(O)c(O)cc1-c1cc(O)cc(O)c1,2200,-6.492
CHEMBL4465201,CCCCCCCCCCCC(=O)N/N=C1\C(=O)Nc2ccccc21,2200,-7.276
CHEMBL4451791,Cc1ccc(C(=O)N/N=C2\C(=O)Nc3ccc(Cl)cc32)cc1,2200,-7.585
CHEMBL4445451,CCCN1C(=O)/C(=N\NC(=O)Cc2ccc(Cl)cc2Cl)c2ccccc21,2200,-7.707
CHEMBL4455386,O=C1Nc2cc(Br)ccc2/C1=N/NC(=O)c1ccccc1O,2200,-7.161
CHEMBL4540336,O=C(Cc1ccc(Cl)c(Cl)c1)N/N=C1\C(=O)Nc2cc(Br)ccc21,2200,-8.145
CHEMBL4458470,O=C(Cc1ccc(Cl)cc1Cl)N/N=C1\C(=O)Nc2cc(Br)ccc21,2200,-7.73
CHEMBL4449615,Cc1cc2nnn(CC(=O)c3ccc(Cl)cc3)c2cc1C,2210,-7.599
CHEMBL5275756,O=C(Sc1nccs1)c1ccc(-c2ccccc2)o1,2223,-7.193
CHEMBL184925,CN1CCN(c2ccc3[nH]c(-c4ccc(O)cc4)nc3c2)CC1,2250,-6.646
CHEMBL4533183,COc1ccc(/C=N/NC(=O)c2cc3ccccc3[nH]2)cc1O,2300,-8.722
CHEMBL4466754,Nc1nnc(-c2ccccc2[N+](=O)[O-])s1,2300,-5.192
CHEMBL4554612,O=[N+]([O-])c1cccc(-c2nnc(/N=C/c3ccc(Cl)cc3Cl)s2)c1,2300,-7.385
CHEMBL4461186,Clc1ccc(-c2nnc(/N=C/c3ccc(OCc4ccccc4)cc3)s2)cc1,2300,-8.01
CHEMBL5207259,CCCC[C@]1(CO)NC[C@@H](O)[C@@H]1O,2300,-5.781
CHEMBL1534367,Nc1nnc(-c2ccc(Cl)cc2Cl)s1,2300,-5.991
CHEMBL4532290,CN(C)c1ccc(-c2nnc(N)s2)cc1,2300,-6.131
CHEMBL4444070,COc1ccc(Br)cc1-c1nnc(N)s1,2300,-5.74
CHEMBL4469380,COc1cccc(-c2nnc(N)s2)c1OC,2300,-5.363
CHEMBL4466501,Nc1nnc(-c2c3ccccc3cc3ccccc23)s1,2300,-7.739
CHEMBL4471582,Nc1nnc(-c2cc3ccccc3cc2O)s1,2300,-6.952
CHEMBL4471826,Nc1nnc(-c2ccc(O)cc2)s1,2300,-5.642
CHEMBL4442881,Nc1nnc(-c2ccc(Cl)c(OCc3ccccc3)c2)s1,2300,-7.268
CHEMBL1383520,Nc1nnc(-c2ccc(Cl)cc2)s1,2300,-5.862
CHEMBL4550622,Nc1nnc(-c2ccc([N+](=O)[O-])cc2)s1,2300,-6.126
CHEMBL4471072,O=C(N/N=C/c1cc(O)ccc1O)c1cc2ccccc2[nH]1,2300,-7.893
CHEMBL4217244,O=C(N/N=C/c1ccc(O)cc1)c1cc2ccccc2[nH]1,2300,-8.463
CHEMBL3186069,COc1cc(/C=N/NC(=O)c2cc3ccccc3[nH]2)ccc1O,2300,-8.913
CHEMBL4593066,O=C(N/N=C/c1cccc(O)c1O)c1cc2ccccc2[nH]1,2300,-8.033
CHEMBL1299882,Nc1nnc(-c2cccc([N+](=O)[O-])c2)s1,2300,-6.389
CHEMBL4435535,O=[N+]([O-])c1ccc(/C=N/c2nnc(-c3ccc(Cl)cc3)s2)cc1,2300,-7.977
CHEMBL4559817,O=C(N/N=C/c1c(O)cc(O)cc1O)c1cc2ccccc2[nH]1,2300,-7.164
CHEMBL4525854,O=C(N/N=C/c1ccc(O)c(O)c1)c1cc2ccccc2[nH]1,2300,-8.088
CHEMBL2414818,O=C(/C=C/c1ccccc1)NC[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,2300,-7.239
CHEMBL5284194,OC[C@@H]1[C@@H](O)[C@H](O)C[S@@+]1C[C@@H](O)[C@H]1OC(c2ccc(Cl)cc2)OC[C@H]1O.[Cl-],2300,None
CHEMBL4532383,CCOC(=O)C1=C(Nc2cccc(Cl)c2)C[C@@H](c2ccc(Cl)cc2)N(c2cccc(Cl)c2)[C@@H]1c1ccc(Cl)cc1,2300,-7.269
CHEMBL4469544,COc1ccc(Br)cc1/C=N/c1nnc(-c2ccc(Cl)cc2)s1,2300,-7.729
CHEMBL4471901,O=[N+]([O-])c1ccccc1/C=N/c1nnc(-c2ccc(Cl)cc2)s1,2300,-6.729
CHEMBL4442533,O=C(N/N=C/c1cc(O)cc(O)c1)c1cc2ccccc2[nH]1,2300,-7.945
CHEMBL5270662,OC[C@@H]1[C@@H](O)[C@H](O)C[S@@+]1C[C@@H](O)[C@H]1OC(c2ccc(C(F)(F)F)cc2)OC[C@H]1O.[Cl-],2300,None
CHEMBL5279269,O=c1ccc2c(-c3c(O)c(O)c(-c4c(O)c(O)c(-c5c(O)c(O)cc6oc(=O)ccc56)c5oc(=O)ccc45)c4oc(=O)ccc34)c(O)c(O)cc2o1,2300,-11.208
CHEMBL4468056,Nc1nnc(-c2ccc(OCc3ccccc3)cc2)s1,2300,-7.81
CHEMBL4593969,COc1cc(-c2nnc(/N=C/c3ccc(O)cc3)s2)ccc1OCc1ccccc1,2300,-8.036
CHEMBL4442388,COc1ccc(Br)cc1/C=N/c1nnc(-c2cccc([N+](=O)[O-])c2)s1,2300,-7.302
CHEMBL4516653,CCOC(=O)C1=C(Nc2cccc(F)c2)C[C@@H](c2ccc(Cl)cc2)N(c2cccc(F)c2)[C@@H]1c1ccc(Cl)cc1,2300,-8.451
CHEMBL4461594,CCOC(=O)C1=C(Nc2cccc([N+](=O)[O-])c2)C[C@@H](c2ccc(C)cc2)N(c2cccc([N+](=O)[O-])c2)[C@@H]1c1ccc(C)cc1,2300,-7.433
CHEMBL4476702,Clc1ccc(-c2nnc(/N=C/c3ccc(Cl)cc3Cl)s2)cc1,2300,-7.558
CHEMBL4564900,Oc1ccc(/C=N/c2nnc(-c3ccc(Cl)cc3)s2)cc1,2300,-7.372
CHEMBL4438611,COc1ccc(O)c(/C=N/NC(=O)c2cc3ccccc3[nH]2)c1,2300,-8.318
CHEMBL4533603,COc1ccc(/C=N/NC(=O)c2cc3ccccc3[nH]2)c(I)c1O,2300,-7.712
CHEMBL4568178,CCOC(=O)C1=C(Nc2cccc(Br)c2)C[C@@H](c2ccc(Cl)cc2)N(c2cccc(Br)c2)[C@@H]1c1ccc(Cl)cc1,2300,-6.717
CHEMBL4437179,O=C(N/N=C/c1ccc(Br)c(F)c1)c1cc2ccccc2[nH]1,2300,-9.023
CHEMBL4515560,O=C(N/N=C/c1ccc(Cl)cc1)c1cc2ccccc2[nH]1,2300,-8.614
CHEMBL4476335,O=C(N/N=C/c1ccccc1O)c1cc2ccccc2[nH]1,2300,-8.026
CHEMBL4466503,O=C(N/N=C/c1cc(O)c(O)c(O)c1)c1cc2ccccc2[nH]1,2300,-7.873
CHEMBL313375,OCC1C(O)C(O)C2OC(Nc3ccccc3)=NC12,2320,-6.014
CHEMBL2180814,O=C1Cc2cc(S(=O)(=O)N3CCN(c4ccc(O)cc4)CC3)ccc2N1,2370,-7.457
CHEMBL1208974,O=S(=O)([O-])O[C@@H](CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,2400,-5.09
CHEMBL268675,Nc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O,2400,-6.793
CHEMBL1090539,CCCCCC[C@H]1N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,2400,-5.415
CHEMBL254145,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCCOc1cccc(-c2cnn[nH]2)c1,2410,-7.239
CHEMBL203543,O=C(Cn1nnc2ccccc21)c1ccc(Cl)cc1,2500,-6.921
CHEMBL4578640,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)Nc2ccc(Br)cc21,2500,-9.097
CHEMBL4532650,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)Nc2ccc(Cl)cc21,2500,-9.193
CHEMBL4452470,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccc(Br)cc2)c2ccc(Br)cc21,2500,-9.601
CHEMBL4583142,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2Cl)c2ccc(Br)cc21,2500,-9.93
CHEMBL4581970,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2)c2ccc(Br)cc21,2500,-9.648
CHEMBL5197560,OC[C@@]1(c2c(F)c(F)c(F)c(F)c2F)NC[C@@H](O)[C@@H]1O,2500,-5.861
CHEMBL4587269,Cc1ccc2c(c1)/C(=N/NC(=O)COc1ccc3ccc(=O)oc3c1)C(=O)N2Cc1ccccc1F,2500,-9.567
CHEMBL4537391,Cc1ccc2c(c1)/C(=N/NC(=O)COc1ccc3ccc(=O)oc3c1)C(=O)N2Cc1cccc(F)c1,2500,-9.618
CHEMBL1651633,CCCCCCCCCOCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,2500,-6.135
CHEMBL5180919,COc1ccc([C@@]2(CO)NC[C@H](O)[C@H]2O)cc1OC,2500,-6.044
CHEMBL4526446,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)Nc2ccccc21,2500,-8.632
CHEMBL4568489,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2)c2ccccc21,2500,-10.132
CHEMBL4237960,Nc1ccn(C2OC(CO)[C@@H](O)[C@H]2O)c(=O)n1,2500,-5.59
CHEMBL4561189,CN1C(=O)/C(=N\NC(=O)COc2ccc3ccc(=O)oc3c2)c2ccccc21,2500,-8.597
CHEMBL4438638,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2F)c2ccccc21,2500,-10.22
CHEMBL4471443,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)Nc2ccc([N+](=O)[O-])cc21,2500,-8.808
CHEMBL4441977,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2Cl)c2ccccc21,2500,-10.037
CHEMBL4475058,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2cccc(F)c2)c2ccccc21,2500,-9.979
CHEMBL407337,OCC[C@H]1N[C@H](CO)[C@@H](O)[C@@H]1O,2500,-5.184
CHEMBL4545087,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2cccc(F)c2)c2ccc(Cl)cc21,2500,-9.38
CHEMBL4518046,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccc(Br)cc2)c2ccccc21,2500,-9.613
CHEMBL4553582,Cc1ccc2c(c1)/C(=N/NC(=O)COc1ccc3ccc(=O)oc3c1)C(=O)N2,2500,-9.588
CHEMBL4463121,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)Nc2ccc(F)cc21,2500,-9.355
CHEMBL4516073,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2F)c2ccc(Cl)cc21,2500,-9.728
CHEMBL4435626,Cc1cc(C)c2c(c1)/C(=N/NC(=O)COc1ccc3ccc(=O)oc3c1)C(=O)N2,2500,-9.457
CHEMBL5278586,OC[C@@H]1[C@@H](O)[C@H](O)C[S@@+]1C[C@@H](O)[C@H]1OC(c2ccc(F)cc2)OC[C@H]1O.[Cl-],2500,None
CHEMBL4464105,O=c1oc2ccc(Br)cc2cc1-c1nn(-c2ccccc2)cc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccc(Cl)cc1,2530,-12.337
CHEMBL5395852,C/C(=N\OC(=O)/C=C/c1ccc(Br)cc1)c1cc2ccc(Br)cc2oc1=O,2540,-7.139
CHEMBL1645620,CC[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O,2600,-5.244
CHEMBL4566389,COc1ccc(C(=O)Cn2nnc3cc(C)c(C)cc32)cc1,2600,-7.688
CHEMBL5265847,O=C(Sc1nccs1)c1ccc(-c2cccc(Cl)c2)o1,2611,-7.347
CHEMBL4592022,O=c1oc2ccccc2cc1-c1nn(-c2ccccc2)cc1-c1nc(-c2ccccc2)c(-c2ccccc2)[nH]1,2780,-10.074
CHEMBL4435225,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5ccc(Br)cc5oc4c3)nn2)c(OC)c1,2780,-8.859
CHEMBL4585914,O=C(Cn1nnc2ccccc21)c1cccc(Br)c1,2790,-7.119
CHEMBL1450675,O=C(Cn1nnc2ccccc21)c1ccc(Br)cc1,2790,-7.121
CHEMBL4565828,O=C(CSc1nnc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1)Nc1nc(-c2ccc(Cl)cc2)cs1,2800,-10.716
CHEMBL4545231,O=C(CSc1nnc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1)Nc1nc(-c2ccc(Br)cc2)cs1,2800,-10.078
CHEMBL4469167,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1nc(-c2ccc(Br)cc2)cs1,2800,-9.054
CHEMBL4543253,Cc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccc(Br)cc4)c(-c4ccc(Br)cc4)n3)n2)cc1,2800,-10.221
CHEMBL4570594,O=C(CSc1nnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1)Nc1nc(-c2ccc(Cl)cc2)cs1,2800,-10.578
CHEMBL4453256,COc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccc(Br)cc4)c(-c4ccc(Br)cc4)n3)n2)cc1,2800,-8.62
CHEMBL4545190,Cc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)n3)n2)cc1,2800,-9.01
CHEMBL5201729,OC[C@]1(c2ccc(F)cc2)NC[C@H](O)[C@H]1O,2800,-5.553
CHEMBL4592051,Cc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccccc4)c(-c4ccccc4)n3)n2)cc1,2800,-8.583
CHEMBL4578419,O=C(CSc1nnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1)Nc1nc(-c2ccccc2)cs1,2800,-9.73
CHEMBL4566821,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1nc(-c2ccc(F)cc2)cs1,2800,-8.873
CHEMBL4544393,COc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccccc4)c(-c4ccccc4)n3)n2)cc1,2800,-8.172
CHEMBL4435963,O=C(CSc1nnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1)Nc1nc(-c2ccc(F)cc2)cs1,2800,-10.605
CHEMBL4473482,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1nc(-c2ccc(Cl)cc2)cs1,2800,-10.168
CHEMBL4441899,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1nc(-c2ccccc2)cs1,2800,-9.236
CHEMBL4458336,O=C(CSc1nnc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1)Nc1nc(-c2ccccc2)cs1,2800,-9.726
CHEMBL4545401,O=C(CSc1nnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1)Nc1nc(-c2ccc(Br)cc2)cs1,2800,-9.897
CHEMBL4460050,O=C(CSc1nnc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1)Nc1nc(-c2ccc(F)cc2)cs1,2800,-9.95
CHEMBL4451810,O=C(c1ccc(F)cc1)n1nnc2ccccc21,2820,-6.632
CHEMBL1258643,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],2900,-5.437
CHEMBL88408,OCC1(O)C(O)C(O)C2N=C(Nc3ccccc3)OC21,2930,-6.311
CHEMBL4515499,O=C(c1ccc([N+](=O)[O-])cc1)n1nnc2ccccc21,2970,-6.534
CHEMBL1288788,COc1ccc(C(=O)n2nnc3ccccc32)cc1,2990,-7.366
CHEMBL4469294,O=C(c1cccc(Cl)c1)n1nnc2cc(Cl)c(Cl)cc21,3000,-7.292
CHEMBL3786399,O=C(Nc1cccc2ccccc12)O/N=C1\N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,3060,-7.476
CHEMBL4466757,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5cc(Br)ccc5oc4c3)nn2)c(OC)c1,3070,-8.978
CHEMBL1076191,O[C@H]1[C@H](O)[C@@H](O)CN2C[C@@H](O)[C@@H](O)[C@H]12,3100,-4.729
CHEMBL4580728,O=C(Cn1cc(COc2cc(O)c3c(=O)c4cc(Br)ccc4oc3c2)nn1)Nc1ccc(O)c(O)c1,3170,-10.405
CHEMBL2051980,CO[C@H]1O[C@H](C)[C@@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,3200,-5.642
CHEMBL5434765,O=C(NNS(=O)(=O)c1ccccc1F)c1cc2cc(F)ccc2[nH]1,3200,-8.737
CHEMBL4217303,O=C(c1ccc(Br)cc1)n1nnc2ccccc21,3200,-6.46
CHEMBL5423510,O=C(NNS(=O)(=O)c1cccc(F)c1)c1cc2cc(F)ccc2[nH]1,3200,-8.718
CHEMBL2115215,OC[C@@H]1N[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,3200,-4.078
CHEMBL2181089,O=C1Cc2cc(S(=O)(=O)N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)ccc2N1,3260,-7.649
CHEMBL2180816,N#Cc1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CC(=O)N4)CC2)cc1,3260,-8.712
CHEMBL4577650,Cc1cc2nnn(CC(=O)c3ccccc3O)c2cc1C,3300,-8.549
CHEMBL5171754,Cc1ccc([C@]2(CO)NC[C@@H](O)[C@@H]2O)cc1,3400,-5.995
CHEMBL4450847,COc1ccc(Cc2nnc(-c3ccc(Cl)cc3)n2CC(=O)NNC(=S)Nc2ccc(Cl)cc2)cc1,3400,-9.139
CHEMBL4446986,Cc1cc2nnn(C(=O)c3ccccc3)c2cc1C,3400,-7.185
CHEMBL5412830,Oc1ccc(-c2nc3cc(N4CCOCC4)ccc3[nH]2)cc1,3400,-7.17
CHEMBL5290456,Cl.O=[N+]([O-])c1cccc(C2OC[C@@H](O)[C@@H]([C@H](O)C[S@+]3C[C@@H](O)[C@H](O)[C@H]3CO)O2)c1,3400,None
CHEMBL4443687,Cc1cc2nnn(CC(=O)c3ccccc3)c2cc1C,3410,-6.945
CHEMBL4516633,O=C(Cn1nnc2ccccc21)c1cccc(Cl)c1Cl,3470,-7.154
CHEMBL5428655,COc1cc2oc(=O)ccc2cc1-c1c(O)cc(O)c2c1O/C(=C\c1ccccc1)C2=O,3550,-8.952
CHEMBL402196,CC(=O)c1ccc(O)c(N)c1O,3600,-5.825
CHEMBL3358660,O[C@@H]1[C@@H](O)[C@H](O)C[C@H](N[C@H]2C[C@@H](O)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H]1O,3700,-5.208
CHEMBL4440745,O=C(c1ccccc1)n1nnc2cc(Cl)c(Cl)cc21,3700,-6.956
CHEMBL1088892,CCCC[C@H]1N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,3800,-5.719
CHEMBL598823,CO[C@@H]1O[C@H](Cn2cc(C3=CCCCC3)nn2)[C@H]2OC(C)(C)O[C@@H]12,3800,-7.773
CHEMBL4573584,Cc1ccc(C(=O)n2nnc3cc(Cl)c(Cl)cc32)cc1C,3820,-8.091
CHEMBL4567315,O=C(Cn1nnc2ccccc21)c1ccc(Cl)c(Cl)c1,3900,-7.332
CHEMBL1641748,CCCCCCCCCCC[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O,3900,-6.686
CHEMBL2051979,CO[C@H]1O[C@H](CO)[C@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,4000,-5.794
CHEMBL1429088,O=C(Cn1nnc2ccccc21)c1cccc([N+](=O)[O-])c1,4000,-7.731
CHEMBL3358661,O[C@@H]1[C@@H](O)[C@H](O)C[C@H](N[C@H]2C[C@H](O)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H]1O,4000,-5.351
CHEMBL5410015,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6c([nH]c7c(F)cc(F)cc67)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4020,-4.913
CHEMBL3786269,O=C(NC12CC3CC(CC(C3)C1)C2)O/N=C1\N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,4090,-7.322
CHEMBL3901171,O=c1cc(C(F)(F)F)c2ccc(OCCCCn3cc(CCCCN4C[C@H](O)[C@@H](O)[C@H](O)[C@H]4CO)nn3)cc2o1,4100,-7.268
CHEMBL4549620,Cc1cc(C(=O)n2nnc3ccccc32)ccc1[N+](=O)[O-],4100,-7.165
CHEMBL5194927,COc1ccc([C@]2(CO)NC[C@@H](O)[C@@H]2O)cc1OC,4100,-6.4
CHEMBL5196218,OC[C@]1(c2c(F)c(F)c(F)c(F)c2F)NC[C@H](O)[C@H]1O,4100,-7.097
CHEMBL2181095,O=Cc1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CC(=O)N4)CC2)cc1,4110,-7.303
CHEMBL1454708,O=C(Nc1nccs1)c1ccc(-c2cccc([N+](=O)[O-])c2)o1,4120,-7.836
CHEMBL3763455,O=[N+]([O-])c1ccc(CO[C@H]([C@H](O)[C@@H](O)CO)[C@H](O)C[S+]2C[C@@H](O)[C@H](O)[C@H]2CO)cc1.[Cl-],4200,-7.124
CHEMBL3084806,CCCCN1[C@H](CO)[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,4200,-4.598
CHEMBL403239,Nc1c(O)cccc1O,4200,-5.33
CHEMBL5287703,O=c1ccc2c(-c3c(O)c(O)c(-c4c(O)c(O)cc5ccc(=O)oc45)c4oc(=O)ccc34)c(O)c(O)cc2o1,4200,-8.254
CHEMBL4573221,Cc1cc(C(=O)n2nnc3ccccc32)cc(C)c1C,4230,-7.962
CHEMBL4513806,O=C(C[C@@H](c1ccc(Cl)cc1)c1c[nH]c2ccccc12)c1ccccc1,4300,-7.874
CHEMBL369297,OC[C@@H]1NC[C@@H](O)[C@H](O)[C@H]1O,4300,-4.973
CHEMBL4440152,Cc1ccc([C@H](CC(=O)c2ccc3ccccc3c2)c2c[nH]c3ccccc23)cc1,4300,-9.304
CHEMBL4472506,O=C(C[C@@H](c1cccc(Br)c1)c1c[nH]c2ccccc12)c1ccccc1,4300,-8.787
CHEMBL4557896,O=C(C[C@@H](c1ccc(Br)cc1)c1c[nH]c2ccccc12)c1ccccc1,4300,-7.137
CHEMBL4456998,O=C(C[C@@H](c1cccs1)c1c[nH]c2ccccc12)c1ccccc1,4300,-8.062
CHEMBL4526585,O=C(C[C@@H](c1c(Cl)cccc1Cl)c1c[nH]c2ccccc12)c1ccccc1,4300,-8.505
CHEMBL4559187,COc1ccc(Cc2nnc(-c3ccc(Cl)cc3)n2Cc2nn(CN3CCN(C)CC3)c(=S)o2)cc1,4300,-7.798
CHEMBL4439503,O=C(C[C@@H](c1ccccc1)c1c[nH]c2ccccc12)c1ccc2ccccc2c1,4300,-7.286
CHEMBL4473090,O=C(C[C@@H](c1ccc(Cl)cc1)c1c[nH]c2ccccc12)c1ccc2ccccc2c1,4300,-9.246
CHEMBL4520965,O=C(C[C@@H](c1cccc([N+](=O)[O-])c1)c1c[nH]c2ccccc12)c1ccccc1,4300,-8.991
CHEMBL4539984,O=C(C[C@@H](c1cccs1)c1c[nH]c2ccccc12)c1ccc2ccccc2c1,4300,-8.252
CHEMBL4525900,COc1ccc([C@H](CC(=O)c2ccccc2)c2c[nH]c3ccccc23)cc1,4300,-8.508
CHEMBL4441979,COc1ccc([C@H](CC(=O)c2ccc3ccccc3c2)c2c[nH]c3ccccc23)cc1,4300,-7.857
CHEMBL4590962,Cc1ccc([C@H](CC(=O)c2ccccc2)c2c[nH]c3ccccc23)cc1,4300,-7.978
CHEMBL4474603,Cc1cccc([C@H](CC(=O)c2ccccc2)c2c[nH]c3ccccc23)c1,4300,-7.15
CHEMBL4556170,O=C(C[C@@H](c1ccc(Cl)cc1Cl)c1c[nH]c2ccccc12)c1ccccc1,4300,-8.513
CHEMBL4464394,O=C(C[C@@H](c1ccccc1)c1c[nH]c2ccccc12)c1ccccc1,4300,-8.304
CHEMBL4437073,Nc1cc(C(=O)n2nnc3ccccc32)ccc1Cl,4320,-7.19
CHEMBL4462641,Cc1cccc(C(=O)n2nnc3ccccc32)c1,4420,-7.38
CHEMBL5414025,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc2c1OCO2,4480,-5.76
CHEMBL5399820,COc1ccc(/N=C2/NC(=O)/C(=C/c3cn(-c4ccccc4)nc3-c3ccc([N+](=O)[O-])cc3)S2)cc1,4480,-8.344
CHEMBL1232371,OC[C@@H]1[C@@H](O)[C@H](O)C[S@@+]1C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,4500,-5.279
CHEMBL4561169,COc1ccc(C(=O)Cn2nnc3ccccc32)cc1,4500,-6.876
