molecule_chembl_id,canonical_smiles,standard_value,binding_affinity
CHEMBL4214309,CC(C)=CCC/C(C)=C/COc1cc2oc3ccc(O)cc3c(=O)c2c(O)c1CC=C(C)C,28400,-9.05
CHEMBL4212935,O=C1/C(=C/c2ccccc2)CCC/C1=C\c1cccc(O)c1,28400,-7.398
CHEMBL5289765,CC(C)=CCC[C@H](CO)[C@@H]1CC[C@@H](CO)c2c(O)cc(C)cc21,28400,-6.089
CHEMBL4451474,COc1c(O)cc2oc3cc(O)c(C/C=C(\C)CO)c(O)c3c(=O)c2c1C/C=C(\C)CCC=C(C)C,28700,-8.248
CHEMBL2347149,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N(CCNc2ccc(O)c(O)c2)C3=O)cc1,28820,-8.939
CHEMBL5094636,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C\COC(C)=O)CO)[C@@H]12,29000,-7.011
CHEMBL3397480,CN1C(=O)C(=O)c2c1ccc1c2C(CC(=O)O)Oc2ccccc2-1,29000,-7.519
CHEMBL5070918,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C\C)CO)[C@@H]12,29000,-6.436
CHEMBL5083965,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C/C)CO)[C@@H]12,29000,-7.205
CHEMBL3972604,COc1cc(-c2nc(-c3ccccc3)c(-c3ccccc3)n2Cc2cn(CC(=O)Nc3ccc(Cl)cc3)nn2)cc(OC)c1OC,29210,-9.17
CHEMBL4287854,CCOc1cc(/C=C2\SC(=O)NC2=O)ccc1OCN1C(=O)c2ccccc2C1=O,29260,-7.438
CHEMBL5285019,CC(C)=CCc1cc2c(=O)c3c(O)c4c(cc3oc2c(O)c1O)OC(C)(C)C=C4,29360,-8.448
CHEMBL3103092,O=C(N/N=C1/c2ccccc2-c2nc3ccccc3nc21)c1ccc([N+](=O)[O-])cc1,29470,-9.227
CHEMBL4456031,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5cc(Br)ccc5oc4c3)nn2)cc1OC,29840,-10.988
CHEMBL5281336,C=C(C)/C=C/c1c(O)cc2oc3cc(O)c(OC)c(CCC(C)(C)O)c3c(=O)c2c1O,29900,-6.985
CHEMBL5409042,Cc1cc2nc(NC(=O)CN3C(=O)S/C(=C\c4ccc(Cl)cc4)C3=O)sc2cc1C,29910,-8.026
CHEMBL5431278,CC(C)(C)c1ccc(CCCCCCC[C@H]2N[C@H](CO)[C@@H](O)[C@@H]2O)cc1.Cl,30000,None
CHEMBL5427599,CCCCCCCN1C[C@@H](O)[C@H](O)[C@H]1CO,30000,-5.389
CHEMBL5400939,COc1cc(/C=C2/C(=O)N(c3ccc(C)cc3)C(C(=O)NC3CCCCC3)c3ccccc32)ccc1O,30200,-9.472
CHEMBL5286422,COc1ccc(CNC(=O)c2c(NC(=O)c3cccnc3)sc3c2CCCC3)cc1,30200,-7.63
CHEMBL5270854,C=CCc1cc(-c2ccc(O)c(CC=C)c2)c(O)c(C(c2ccc(OC)cc2)N2CCCCC2)c1,30450,-7.498
CHEMBL5273562,C=C(C)/C=C/c1c(OC)c(O)cc2oc3cc4c(c(O)c3c(=O)c12)CC(O)C(C)(C)O4,30500,-8.166
CHEMBL5286328,CC1(C)O[C@@H]2[C@@H](O)[C@H]3NC(=O)O[C@H]3C[C@@H]2O1,30500,-7.173
CHEMBL187044,COc1cc(O)c2c(=O)c3c(O)c(O)ccc3oc2c1,30600,-6.599
CHEMBL4217516,COc1c(O)cc2oc3cc(O)c(CCC(C)(C)O)c(O)c3c(=O)c2c1CC=C(C)C,30700,-6.528
CHEMBL5289742,COc1ccc(-c2ccc(C(=O)Nc3nccs3)o2)cc1,30940,-7.677
CHEMBL5271324,COc1cc(O)c2c(=O)c3c(O)c(O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)ccc3oc2c1,31100,-7.082
CHEMBL4211347,COc1c(Cl)c(-c2ccc(O)cc2)c(OC)c(O)c1-c1ccc(O)cc1,31300,-6.95
CHEMBL5393724,COc1ccc2c(c1)/C(=C\c1ccc(O)c(OC)c1)C(=O)N(c1ccc(C(C)C)cc1)C2C(=O)NC(C)(C)C,31500,-8.448
CHEMBL5278005,C=C(C)/C=C/c1c(OC)c(O)cc2oc3cc4c(c(O)c3c(=O)c12)C=C(O)C(C)(C)O4,31700,-8.484
CHEMBL3093478,COc1cc(O)c2c(=O)c3cc(O)ccc3oc2c1,31800,-6.578
CHEMBL1083795,CCCCCCCCCCN[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,100000,-6.643
CHEMBL500701,CC(C)=CCC/C(C)=C/CCC(CC(=O)c1cc(O)ccc1O)C(=O)O,100000,-7.646
CHEMBL4094729,COC1(c2cc(O)ccc2O)C=C(CC/C=C(\C)CC/C=C(\C)C=O)C(=O)O1,100000,-7.585
CHEMBL4067277,CC(C)=CCC/C(C)=C/CC/C(=C/C(=O)c1cc(O)ccc1O)C(=O)O,100000,-7.483
CHEMBL3354628,C[C@H](OCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@@H]1CO)c1ccc(-c2ccccc2)cc1,100000,-7.197
CHEMBL3593571,C/C=C/c1occ(C(=O)c2c(OC)cc(OC)cc2C(=O)OC)c(=O)c1OC,100000,-6.477
CHEMBL3593569,C/C=C/c1[nH]cc(C(=O)c2c(OC)cc(OC)cc2C(=O)OC)c(=O)c1OC,100000,-6.166
CHEMBL3354637,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)c(F)c1,100000,-6.914
CHEMBL5440406,COc1cc(/C=C2/C(=O)N(c3ccc(O)cc3)C(C(=O)NC3CCCCC3)c3ccccc32)cc(OC)c1O,100000,-9.013
CHEMBL5430741,COc1cc(/C=C2/C(=O)N(c3ccc(C(F)(F)F)cc3)C(C(=O)NC3CCCCC3)c3ccccc32)cc(OC)c1O,100000,-12.386
CHEMBL5438667,COc1cc(/C=C2/C(=O)N(c3ccc(C(C)C)cc3)C(C(=O)NC(C)(C)C)c3ccccc32)cc(OC)c1O,100000,-9.366
CHEMBL241374,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/c2ccco2)OC1=O,100000,-8.044
CHEMBL379280,C=C1CC[C@@H]2[C@]3(C)COC(c4cccc(Br)c4)O[C@@H]3CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,100000,-8.547
CHEMBL1766482,CCCCCCCCCCCn1cc(CN[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,100000,-6.936
CHEMBL4521673,Cc1ccc(C)c(N2C(=O)/C(=C/c3ccc(F)cc3)S/C2=N\NC(=O)c2cc3ccccc3oc2=O)c1,100000,-10.765
CHEMBL1766489,OCCCCCCCCCCn1cc(CN[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,100000,-6.907
CHEMBL1082596,CCCCCCCCCCn1cc(CN[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,100000,-7.059
CHEMBL1085392,CCCCCCCCn1cc(CN[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,100000,-6.594
CHEMBL1766474,O[C@@H]1[C@@H](O)[C@H](O)[C@@H](NCc2cn(CCCCC3CCCCC3)nn2)[C@H](O)[C@H]1O,100000,-7.062
CHEMBL3354635,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)c(C(F)(F)F)c1,100000,-6.873
CHEMBL3354636,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1F,100000,-7.379
CHEMBL5278158,CC1(C)C=Cc2c(cc3oc4c(O)c5c(cc4c(=O)c3c2O)C=CC(C)(C)O5)O1,100000,-8.157
CHEMBL4593240,O=C(N/N=C1\S/C(=C\c2ccc(F)cc2)C(=O)N1c1cccc(Cl)c1)c1cc2ccccc2oc1=O,100000,-10.684
CHEMBL1744444,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12.C[C@]12CC[C@H]3[C@@H](CCC4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,100000,None
CHEMBL4444626,COc1ccc2oc3cc(OCc4cn(CC(=O)Nc5ccc(OC)c(OC)c5)nn4)cc(O)c3c(=O)c2c1,100000,-9.569
CHEMBL367666,CCCCNC1C=C(CO)C(O)C(O)C1O,100000,-5.512
CHEMBL426933,CCCCCCCCCCCCCCCCCCNC1C=C(CO)C(O)C(O)C1O,100000,-6.131
CHEMBL1766473,O[C@@H]1[C@@H](O)[C@H](O)[C@@H](NCc2cn(CC34CC5CC(CC(C5)C3)C4)nn2)[C@H](O)[C@H]1O,100000,-6.756
CHEMBL4285567,COc1cc(/C=C2\SC(=O)NC2=O)cc(OC)c1OCN1C(=O)c2ccccc2C1=O,100000,-7.82
CHEMBL4287862,O=C1NC(=O)/C(=C/c2cc(Cl)ccc2OCN2C(=O)c3ccccc3C2=O)S1,100000,-8.124
CHEMBL4287437,O=C1NC(=O)/C(=C/c2cccc(OCN3C(=O)c4ccccc4C3=O)c2)S1,100000,-8.303
CHEMBL4294667,COc1cccc(/C=C2\SC(=O)NC2=O)c1OCN1C(=O)c2ccccc2C1=O,100000,-7.657
CHEMBL4288931,CCCCCCCCC[C@H]1NC[C@@H](O)[C@@H](O)[C@H]1CO,100000,-5.674
CHEMBL4281031,C[C@H]1NC[C@@H](O)[C@@H](O)[C@H]1CO,100000,-4.952
CHEMBL174067,OC1C(O)C(O)C2OC2C1O,100000,-5.254
CHEMBL506229,CC(C)=CCc1c(O)cc2oc3ccc(O)cc3c(=O)c2c1O,100000,-7.397
CHEMBL3314602,CC1(C)C=Cc2c(cc3oc4ccc(O)cc4c(=O)c3c2O)O1,100000,-8.002
CHEMBL4455066,COc1ccc2oc3cc(OCc4cn(CC(=O)Nc5ccc(OC)c(OC)c5)nn4)cc(OC(C)=O)c3c(=O)c2c1,100000,-9.989
CHEMBL4467634,Cc1cccc(N2C(=O)/C(=C/c3ccc(F)cc3)S/C2=N\NC(=O)c2cc3ccccc3oc2=O)c1C,100000,-9.86
